trip_id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pu_zone,do_zone,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance_miles,rate_code,payment_type,fare_amount,tip_amount,tolls_amount,congestion_surcharge,total_amount
1551,V2,2024-03-20 01:28:00,2024-03-20 01:56:52.372238814,4.0,Manhattan,LaGuardia Airport,40.75231428003429,-74.00424367528821,40.7836309793032,-73.89355578638778,6.175,airport_flat,card,32.71,7.29,0.0,2.75,42.75
5571,V2,2024-03-11 14:44:00,2024-03-11 14:55:10.559238132,3.0,Manhattan,Manhattan,40.74013349455003,-73.94230184294734,40.78609293439623,-73.96381399366389,3.147,standard,card,17.05,2.21,0.0,2.75,22.01
7756,V2,2024-01-18 13:30:00,2024-01-18 13:49:19.431858522,2.0,LaGuardia Airport,Manhattan,40.78334414707219,-73.87646879459504,40.76337892878632,-73.93921926987254,3.432,airport_flat,card,22.38,3.81,6.94,0.0,33.13
1484,V2,2024-03-17 00:22:00,2024-03-17 00:49:37.270647288,4.0,Manhattan,Queens,40.78633394783197,-73.94591950180056,40.76630693208935,-73.82857033849221,6.107,standard,card,33.31,2.82,0.0,2.75,38.88
1917,V2,2024-03-22 14:19:00,2024-03-22 14:56:56.350397172,4.0,Queens,Brooklyn,40.74132680527658,-73.7759861278188,40.64632847100203,-73.93646242802085,11.05,standard,cash,51.01,0.0,0.0,0.0,51.01
7981,V2,2024-02-15 16:30:00,2024-02-15 16:36:01.983520836,1.0,Manhattan,Manhattan,40.81952180007934,-73.97214903139306,40.81584209882536,-73.98364528759963,0.941,standard,cash,8.4,0.0,0.0,2.75,11.15
3911,V1,2024-02-01 11:27:00,2024-02-01 11:57:05.409283332,2.0,Brooklyn,JFK Airport,40.65041128487875,-73.93305006639855,40.61964387453898,-73.77135861663204,8.712,airport_flat,cash,39.6,0.0,6.94,0.0,46.54
6930,V1,2024-02-02 19:52:00,2024-02-02 20:28:24.050565852,3.0,LaGuardia Airport,Manhattan,40.79595272522855,-73.8538640875192,40.77606477435472,-73.9833426371716,7.553,airport_flat,card,39.95,3.48,0.0,0.0,43.43
1243,V1,2024-02-27 02:04:00,2024-02-27 02:08:51.654033648,2.0,Manhattan,Manhattan,40.77669934622908,-73.9428173926489,40.776597455011114,-73.9715253932654,1.88,standard,cash,10.07,0.0,0.0,2.75,12.82
6625,V2,2024-01-04 04:41:00,2024-01-04 05:08:42.517668864,1.0,Manhattan,LaGuardia Airport,40.804928453536974,-73.94026019525732,40.752752503873005,-73.87352956546634,5.384,airport_flat,cash,29.83,0.0,6.94,2.75,39.52
867,V2,2024-03-27 08:04:00,2024-03-27 09:21:45.919837434,1.0,JFK Airport,Manhattan,40.626591063644156,-73.76888897810731,40.782971764942445,-73.99136470984972,16.09,airport_flat,cash,-80.39,0.0,0.0,0.0,-80.39
62,V2,2024-03-10 13:32:00,2024-03-10 13:59:50.136714762,1.0,Brooklyn,Manhattan,40.69147602589982,-73.94668261739828,40.806729637878504,-73.95856539845113,7.975,standard,cash,38.83,0.0,0.0,0.0,38.83
3144,V2,2024-01-13 00:04:00,2024-01-13 00:11:40.377801264,4.0,Manhattan,Manhattan,40.769480662993274,-73.9836674230554,40.793360950741615,-73.97934631829213,1.72,standard,card,9.29,2.14,0.0,2.75,14.18
1851,V1,2024-03-18 16:17:00,2024-03-18 16:33:26.995914534,2.0,Manhattan,Manhattan,40.79327235579856,-73.97515070278301,40.782666177470134,-73.92365994588589,2.91,standard,cash,16.79,0.0,0.0,2.75,19.54
7786,V2,2024-03-29 18:39:00,2024-03-29 19:22:01.025925869,4.0,LaGuardia Airport,Manhattan,40.795373189597626,-73.86485647489891,40.780448686223664,-73.97850597038949,6.365,airport_flat,card,41.29,7.16,0.0,0.0,48.45
504,V1,2024-02-02 16:02:00,2024-02-02 16:38:13.199014890,3.0,Brooklyn,Queens,40.68639742978518,-73.97591381578368,40.73029221794232,-73.83316656384133,7.877,standard,card,41.51,2.79,0.0,0.0,44.3
3551,V2,2024-03-17 13:38:00,2024-03-17 14:36:15.931750458,4.0,JFK Airport,Manhattan,40.63078595360734,-73.77745858053991,40.745674529876815,-73.95230510596932,12.415,airport_flat,card,63.65,5.68,6.94,0.0,76.27
333,V2,2024-03-18 03:41:00,2024-03-18 04:15:41.473594788,3.0,Queens,Manhattan,40.72919702817132,-73.77572173415089,40.7685790158325,-73.94318421489378,9.694,standard,card,45.78,2.89,0.0,0.0,48.67
6102,V2,2024-01-30 12:05:00,2024-01-30 12:16:43.951572798,3.0,Manhattan,Manhattan,40.76662301092033,-74.00684395624698,40.741957468704186,-73.98071894297678,2.57,standard,card,15.49,1.03,0.0,2.75,19.27
6837,V2,2024-03-17 21:51:00,2024-03-17 22:47:03.081275862,4.0,Manhattan,Queens,40.7771904685442,-73.99580257143042,40.70167086104425,-73.79649992096913,11.805,standard,card,61.63,15.26,0.0,2.75,79.64
7942,V1,2024-02-25 16:26:00,2024-02-25 17:40:40.460059020,4.0,Manhattan,Queens,40.79417444690434,-73.96832906578032,40.714780503616545,-73.79978427016266,10.892,standard,card,66.08,7.07,0.0,2.75,75.9
790,V2,2024-02-06 07:07:00,2024-02-06 07:42:04.280837676,3.0,Queens,JFK Airport,40.73115697109904,-73.8208069534173,40.65158680100413,-73.79765328118543,5.437,airport_flat,card,33.66,6.71,0.0,0.0,40.37
7796,V2,2024-02-13 06:13:00,2024-02-13 07:03:04.145806644,4.0,Bronx,Queens,40.839348316939564,-73.8899577949817,40.710557092493765,-73.7693240350989,10.554,standard,card,54.31,6.46,0.0,0.0,60.77
1821,V1,2024-03-27 06:19:00,2024-03-27 06:57:40.387980042,4.0,LaGuardia Airport,JFK Airport,40.77075242039024,-73.90298873203301,40.63011942042422,-73.77607594870156,11.04,airport_flat,card,51.96,3.23,6.94,0.0,62.13
3188,V2,2024-01-06 13:40:00,2024-01-06 14:23:44.315545644,1.0,JFK Airport,Brooklyn,40.61723459932036,-73.75741723985969,40.70821159823676,-73.96890564052356,12.74,airport_flat,mobile_wallet,58.06,8.55,0.0,0.0,66.61
7686,V2,2024-03-28 01:13:00,2024-03-28 02:09:29.734410162,4.0,JFK Airport,Manhattan,40.63357164000758,-73.80948591648385,40.78145022361969,-73.97233590935755,13.339,airport_flat,card,66.97,4.29,6.94,0.0,78.2
541,V1,2024-01-10 11:00:00,2024-01-10 11:24:08.419288146,4.0,LaGuardia Airport,Manhattan,40.76367792566212,-73.87133962008632,40.78797533620384,-74.00922417250052,7.211,airport_flat,card,34.8,7.7,0.0,0.0,42.5
3465,V2,2024-03-14 09:19:00,2024-03-14 10:43:45.992286162,3.0,Bronx,JFK Airport,40.86409002721397,-73.87883293527553,40.68494196450543,-73.73812884217863,14.401,airport_flat,card,81.49,11.98,6.94,0.0,100.41
6512,V1,2024-03-21 03:55:00,2024-03-21 04:09:44.472632694,3.0,Manhattan,LaGuardia Airport,40.77411857976649,-73.96992492827323,40.811295111209354,-73.90425742876712,3.832,airport_flat,card,19.59,1.74,6.94,2.75,31.02
1742,V2,2024-03-06 08:23:00,2024-03-06 08:54:31.743613044,1.0,Manhattan,Manhattan,40.809629265002506,-73.95546935544,40.74062012036009,-73.92865511353995,5.129,standard,card,31.36,1.84,0.0,2.75,35.95
1047,V1,2024-02-07 07:02:00,2024-02-07 07:07:35.391479556,1.0,Manhattan,Manhattan,40.768754216073596,-73.99136041034262,40.773444708707935,-73.98909396883548,0.436,standard,card,6.17,0.7,0.0,2.75,9.62
1546,V1,2024-02-02 16:45:00,2024-02-02 17:18:03.122915790,3.0,Manhattan,Manhattan,40.803790768419226,-73.9804074280773,40.73614044123342,-73.99578192851055,4.713,standard,mobile_wallet,32.63,6.89,0.0,2.75,42.27
5844,V2,2024-01-23 14:29:00,2024-01-23 15:08:30.987955266,1.0,Brooklyn,Queens,40.68285610167112,-73.95507568901002,40.71967835813026,-73.79699380292041,8.302,standard,mobile_wallet,43.68,10.2,0.0,0.0,53.88
4170,V1,2024-03-15 01:43:00,2024-03-15 02:18:02.639269248,1.0,Brooklyn,Queens,40.67170567373194,-73.96074565520402,40.7160053734734,-73.8014070759398,9.014,standard,cash,43.41,0.0,0.0,0.0,43.41
2997,V2,2024-01-10 19:30:00,2024-01-10 20:50:11.116514586,3.0,Queens,Manhattan,40.725054673827,-73.81770348054216,40.78347020571786,-73.95753183944666,7.908,standard,card,60.35,14.44,0.0,0.0,74.79
7436,V1,2024-02-27 03:06:00,2024-02-27 03:34:38.176918464,4.0,Brooklyn,Manhattan,40.693053532182574,-73.91523650342029,40.7971724670459,-73.97635418579394,7.656,standard,no_charge,35.67,8.48,0.0,0.0,44.15
3544,V1,2024-01-23 05:19:00,2024-01-23 06:25:36.620205072,2.0,Manhattan,JFK Airport,40.76412156183036,-73.96815935210519,40.612891870383194,-73.77986599818084,14.014,airport_flat,card,74.65,5.27,0.0,2.75,82.67
7455,V1,2024-01-08 03:10:00,2024-01-08 03:29:33.395171724,4.0,LaGuardia Airport,Manhattan,40.77493293645657,-73.84946076131226,40.7935869901542,-73.93201177245815,4.472,airport_flat,card,24.03,5.55,6.94,0.0,36.52
2496,V2,2024-02-23 00:32:00,2024-02-23 01:05:22.020600594,3.0,Brooklyn,JFK Airport,40.6808752377245,-73.90506505645773,40.61654469398004,-73.78040464682243,7.964,airport_flat,card,40.3,8.54,0.0,0.0,48.84
1784,V2,2024-01-29 02:49:00,2024-01-29 02:51:47.856142980,3.0,Manhattan,Manhattan,40.79280198616865,-73.98542236101197,40.80260883113473,-73.97358428958835,0.689,standard,cash,4.65,0.0,0.0,2.75,7.4
5399,V1,2024-02-12 22:54:00,2024-02-12 23:01:46.635485172,2.0,Queens,Queens,40.70424065231363,-73.79811012051651,40.728412693149025,-73.7797680920519,2.152,standard,card,12.62,1.48,0.0,0.0,14.1
7580,V1,2024-01-13 21:21:00,2024-01-13 21:45:46.351794876,1.0,Manhattan,Brooklyn,40.77116742512127,-73.99067524356448,40.69043188497266,-73.9457344460648,5.929,standard,card,31.99,7.08,0.0,2.75,41.82
4539,V2,2024-02-08 20:19:00,2024-02-08 21:25:24.495272988,4.0,Manhattan,JFK Airport,40.77126603292665,-73.97020884367687,40.644641513850324,-73.7684349262371,14.19,airport_flat,card,69.86,13.12,6.94,2.75,92.67
1028,V2,2024-03-06 05:04:00,2024-03-06 06:24:53.906831262,2.0,Manhattan,JFK Airport,40.808599849543384,-73.99454557470308,40.63210785489059,-73.7607710597786,17.491,airport_flat,card,87.14,15.87,0.0,2.75,105.76
5330,V2,2024-02-17 19:24:00,2024-02-17 20:16:07.245681888,4.0,Manhattan,Brooklyn,40.774174579154554,-73.98318088367833,40.6593229375531,-73.94998623292237,8.121,standard,card,47.19,6.39,0.0,2.75,56.33
4163,V2,2024-02-18 08:14:00,2024-02-18 10:13:23.687052198,4.0,JFK Airport,Manhattan,40.647773519965185,-73.77022367340125,40.8094756265032,-73.95975605928552,15.125,airport_flat,card,96.61,18.54,0.0,0.0,115.15
764,V1,2024-02-26 16:47:00,2024-02-26 17:50:38.327613144,4.0,Manhattan,Queens,40.784520413966725,-73.96660072475692,40.72381202780573,-73.7869785004446,10.136,standard,card,59.84,14.04,0.0,2.75,76.63
5222,V1,2024-03-06 16:24:00,2024-03-06 17:07:21.836929224,2.0,Brooklyn,Queens,40.67243730136107,-73.94536812785523,40.73702072899398,-73.79156256563171,9.433,standard,cash,46.64,0.0,0.0,0.0,46.64
1503,V1,2024-03-11 04:55:00,2024-03-11 05:42:21.512339106,4.0,Manhattan,Queens,40.76747409436398,-73.96243500015852,40.75741701675656,-73.77706382032093,9.736,standard,card,51.06,11.66,0.0,2.75,65.47
928,V1,2024-03-17 14:28:00,2024-03-17 15:24:39.670647714,4.0,JFK Airport,LaGuardia Airport,40.6096312739421,-73.77380155881791,40.80447875661289,-73.86233334073285,14.23,airport_flat,card,66.69,16.14,6.94,0.0,89.77
7831,V2,2024-01-27 19:26:00,2024-01-27 21:29:38.540995248,3.0,LaGuardia Airport,Staten Island,40.77469579453813,-73.86172736009266,40.602136154515456,-74.16577651289278,20.401,airport_flat,mobile_wallet,113.55,21.93,6.94,0.0,142.42
1314,V1,2024-01-22 22:05:00,2024-01-22 22:31:02.280365454,4.0,Manhattan,Brooklyn,40.79060116009701,-73.97543500140473,40.69634157245092,-73.93657252871324,6.877,standard,cash,32.19,0.0,0.0,2.75,34.94
4642,V2,2024-03-20 13:23:00,2024-03-20 13:40:14.618820348,3.0,Manhattan,Brooklyn,40.77321389602304,-73.96747256867779,40.71020092403724,-73.95673069467465,4.789,standard,card,23.72,2.76,0.0,2.75,29.23
4377,V1,2024-03-22 15:25:00,2024-03-22 16:07:08.806824504,2.0,Bronx,Manhattan,40.87398267985432,-73.8389059846034,40.80178131026721,-74.00542942242738,10.185,standard,card,49.22,7.21,0.0,0.0,56.43
4384,V2,2024-03-23 06:36:00,2024-03-23 07:09:22.747128870,2.0,Brooklyn,Manhattan,40.680015902043856,-73.93685332967276,40.77328309482226,-73.98678976378561,6.751,standard,cash,35.71,0.0,0.0,0.0,35.71
7004,V1,2024-02-25 14:50:00,2024-02-25 15:33:37.031798610,2.0,Brooklyn,JFK Airport,40.6759477220989,-73.97949332985092,40.62656496039138,-73.7644044782194,11.482,airport_flat,cash,55.08,0.0,0.0,0.0,55.08
1264,V1,2024-03-27 18:36:00,2024-03-27 19:42:27.936520848,1.0,LaGuardia Airport,JFK Airport,40.78384163646996,-73.87508845020564,40.632989852443195,-73.76480382747405,12.229,airport_flat,card,67.16,12.01,0.0,0.0,79.17
5305,V2,2024-02-29 13:44:00,2024-02-29 14:33:07.039136430,1.0,Manhattan,Queens,40.816574444001866,-73.96936605351945,40.72975939384431,-73.77432193637033,11.645,standard,cash,56.92,0.0,0.0,2.75,59.67
519,V2,2024-01-13 02:49:00,2024-01-13 03:13:42.910934742,2.0,Manhattan,Brooklyn,40.781219065769,-73.95636134147018,40.69677152233126,-73.91822996687611,6.641,standard,card,32.62,5.87,0.0,2.75,41.24
80,V1,2024-01-21 14:10:00,2024-01-21 15:55:00.356811204,2.0,Staten Island,LaGuardia Airport,40.57098985611605,-74.17886182013608,40.827795335455036,-73.87474021240976,23.845,airport_flat,card,115.61,21.46,6.94,0.0,144.01
3124,V2,2024-03-08 04:53:00,2024-03-08 05:26:05.336933772,2.0,Brooklyn,Manhattan,40.694737966549084,-73.92012421920799,40.78109592021653,-73.97192485007747,6.83,standard,card,37.05,8.35,0.0,0.0,45.4
2442,V2,2024-03-28 04:33:00,2024-03-28 04:39:16.679833548,2.0,Manhattan,Manhattan,40.79232333529547,-73.95457081160981,40.79713872448029,-73.98470433432702,1.795,standard,card,9.21,0.92,0.0,2.75,12.88
5984,V1,2024-01-20 18:25:00,2024-01-20 19:42:42.297528510,4.0,Manhattan,Bronx,40.76448758134367,-73.96088656583123,40.82569075247475,-73.85057320136946,7.239,standard,cash,59.39,0.0,0.0,2.75,62.14
5799,V1,2024-01-19 08:07:00,2024-01-19 09:15:18.353435820,3.0,Queens,Manhattan,40.7615695447795,-73.76108024327705,40.80626517558101,-73.9695516472819,11.108,standard,card,62.37,7.16,0.0,0.0,69.53
5698,V1,2024-02-06 00:01:00,2024-02-06 00:28:31.919542632,4.0,LaGuardia Airport,Manhattan,40.801462140779236,-73.85293268964402,40.77090730786868,-73.98028016827121,7.161,airport_flat,mobile_wallet,36.4,3.36,0.0,0.0,39.76
2274,V2,2024-03-19 23:31:00,2024-03-20 00:33:44.019324792,1.0,JFK Airport,Manhattan,40.63474997866348,-73.74328336814837,40.771562467820424,-73.96259403496418,14.965,airport_flat,cash,69.41,0.0,0.0,0.0,69.41
6955,V1,2024-03-24 08:38:00,2024-03-24 08:51:53.858325264,4.0,Bronx,Bronx,40.853178594185756,-73.86133178557988,40.854644598560725,-73.90377308808942,2.049,standard,card,14.5,1.9,0.0,0.0,16.4
1650,V2,2024-02-23 20:42:00,2024-02-23 21:38:02.648869500,,JFK Airport,Brooklyn,40.64735162055676,-73.77304854299793,40.70231975017814,-73.96822557024576,11.443,airport_flat,card,58.74,7.19,0.0,0.0,65.93
5002,V2,2024-01-04 19:10:00,2024-01-04 20:01:34.094833152,3.0,Queens,Bronx,40.74457019657358,-73.77316581857039,40.836872443880296,-73.8507365858706,6.837,standard,card,44.58,9.01,0.0,0.0,53.59
1169,V1,2024-03-28 17:59:00,2024-03-28 20:08:51.459636426,3.0,JFK Airport,Manhattan,40.62313889148846,-73.77226392591737,40.75529688363213,-73.99386873766282,14.415,airport_flat,card,100.88,18.45,6.94,0.0,126.27
5859,V2,2024-02-04 16:47:00,2024-02-04 16:48:00.000000000,4.0,Brooklyn,Brooklyn,40.66896680493623,-73.9465916214962,40.662089264799,-73.93584380276634,0.297,standard,card,3.75,0.47,0.0,0.0,4.22
5839,V1,2024-02-06 08:31:00,2024-02-06 08:53:17.915976858,1.0,Brooklyn,Brooklyn,40.68246969194141,-73.98159571895489,40.681129370947474,-73.92955449980717,2.688,standard,card,19.92,1.67,0.0,0.0,21.59
6970,V2,2024-01-30 06:20:00,2024-01-30 06:49:25.132720908,1.0,Brooklyn,LaGuardia Airport,40.663319937305154,-73.93834736607381,40.76059833826536,-73.90330598454237,7.299,airport_flat,card,36.24,6.8,6.94,0.0,49.98
1164,V2,2024-03-09 02:38:00,2024-03-09 02:56:50.047746510,4.0,Manhattan,Brooklyn,40.73413143367421,-73.97771111725226,40.678126816209954,-73.95314380870813,3.964,standard,mobile_wallet,21.66,3.95,0.0,2.75,28.36
150,V2,2024-03-21 08:17:00,2024-03-21 08:29:18.411739818,1.0,Manhattan,Manhattan,40.80008509142614,-73.98007027355949,40.77557540777263,-74.0002619286214,1.583,standard,card,11.35,2.13,0.0,2.75,16.23
2958,V1,2024-03-11 02:58:00,2024-03-11 03:48:57.861715950,2.0,Manhattan,Brooklyn,40.801604969481346,-73.95722691122921,40.669722973405264,-73.93236412680017,9.621,standard,card,51.36,6.44,0.0,2.75,60.55
2319,V1,2024-02-03 03:41:00,2024-02-03 04:25:30.093951785,2.0,Brooklyn,LaGuardia Airport,40.656588893459336,-73.9816050941847,40.77314088023551,-73.8545743028258,11.072,airport_flat,card,53.89,12.06,6.94,0.0,72.89
5510,V1,2024-02-09 11:19:00,2024-02-09 12:06:53.553987918,1.0,Queens,JFK Airport,40.760431783078324,-73.80941491954826,40.63317122600025,-73.720660779368,10.313,airport_flat,cash,53.49,0.0,6.94,0.0,60.43
170,V1,2024-02-25 17:48:00,2024-02-25 18:08:36.087908820,2.0,LaGuardia Airport,Manhattan,40.775516533411064,-73.89479536298143,40.775621701342914,-73.95645684883286,3.304,airport_flat,card,19.31,3.39,0.0,0.0,22.7
749,V1,2024-03-26 06:34:00,2024-03-26 06:35:32.152087026,3.0,Staten Island,Staten Island,40.5944077530617,-74.1472211441724,40.583347472494744,-74.14823609326395,0.669,standard,card,5.47,0.56,0.0,0.0,6.03
684,V2,2024-02-12 06:21:00,2024-02-12 06:58:48.186613908,1.0,Brooklyn,JFK Airport,40.661505773619645,-73.93753327639504,40.65287908861159,-73.77486362020369,8.664,airport_flat,card,45.47,10.56,6.94,0.0,62.97
3740,V2,2024-03-05 21:05:00,2024-03-05 21:54:51.383705550,1.0,Brooklyn,Bronx,40.681073269648806,-73.92220766255515,40.823746529688215,-73.91374946544735,10.355,standard,card,54.13,8.12,0.0,0.0,62.25
1730,V2,2024-01-01 03:43:00,2024-01-01 03:55:26.442365400,3.0,Manhattan,LaGuardia Airport,40.800368399522995,-73.96058282893168,40.77139342891895,-73.86360233050016,5.621,airport_flat,card,23.88,2.88,6.94,2.75,36.45
3996,V2,2024-02-18 11:46:00,2024-02-18 12:37:02.330021172,4.0,Manhattan,JFK Airport,40.79121248007524,-73.95928285895162,40.64152521934958,-73.76797435732027,14.463,airport_flat,mobile_wallet,65.59,15.93,6.94,2.75,91.21
4819,V2,2024-02-17 06:21:00,2024-02-17 06:57:40.567295292,3.0,Brooklyn,Manhattan,40.671403642325316,-73.93509444688573,40.77929387791569,-73.97025545529966,7.451,standard,mobile_wallet,39.7,7.76,0.0,0.0,47.46
1935,V1,2024-03-19 23:28:00,2024-03-20 00:29:59.750414484,4.0,Bronx,JFK Airport,40.86014553480174,-73.86439699871617,40.61997518287868,-73.76846392875193,17.1,airport_flat,cash,78.1,0.0,0.0,0.0,78.1
2926,V1,2024-03-17 06:47:00,2024-03-17 07:28:48.807507576,4.0,Queens,Manhattan,40.7232823046366,-73.78103337401517,40.76484047265725,-73.95421731533082,9.316,standard,card,47.76,3.72,0.0,0.0,51.48
6431,V2,2024-01-19 15:26:00,2024-01-19 15:32:17.619430554,4.0,Manhattan,Manhattan,40.77106616202908,-73.98994510326337,40.79453642299326,-73.95945945368973,1.662,standard,card,12.3,1.63,0.0,2.75,16.68
2281,V1,2024-03-15 22:35:00,2024-03-15 23:10:10.140151080,1.0,Brooklyn,Queens,40.66749779387327,-73.91545525137376,40.69874632355361,-73.80670930363301,6.038,standard,card,34.84,3.13,0.0,0.0,37.97
2810,V1,2024-03-11 21:59:00,2024-03-11 22:28:41.838450294,2.0,Manhattan,LaGuardia Airport,40.81274943774273,-73.97881991983154,40.81102260804813,-73.86886467317701,5.742,airport_flat,cash,29.62,0.0,0.0,2.75,32.37
6312,V2,2024-03-11 11:41:00,2024-03-11 12:34:27.972616050,4.0,JFK Airport,Manhattan,40.6417747377957,-73.81411805589184,40.77093083382305,-73.94552888999607,11.184,airport_flat,card,57.4,13.13,0.0,0.0,70.53
983,V2,2024-01-16 00:23:00,2024-01-16 01:01:42.974828190,3.0,Bronx,Queens,40.85517698552526,-73.8407876506738,40.74277673844234,-73.79641430131556,7.658,standard,card,40.93,8.52,0.0,0.0,49.45
859,V1,2024-03-14 03:21:00,2024-03-14 03:29:26.466001926,,Manhattan,Manhattan,40.763378878504476,-73.95627450988636,40.755850156045646,-73.99782227689484,2.053,standard,card,11.3,1.39,0.0,2.75,15.44
7086,V2,2024-01-28 08:21:00,2024-01-28 09:26:34.219599246,4.0,Bronx,JFK Airport,40.832226791387264,-73.85146569038136,40.641061698332145,-73.73922777567768,14.364,airport_flat,cash,71.42,0.0,0.0,0.0,71.42
510,V2,2024-01-04 19:59:00,2024-01-04 21:36:52.079587272,4.0,Manhattan,JFK Airport,40.783013008013114,-73.99944199383168,40.63583566333606,-73.78746049578079,15.279,airport_flat,card,88.67,18.32,6.94,2.75,116.68
2603,V2,2024-02-25 03:23:00,2024-02-25 03:58:39.359468538,3.0,Brooklyn,JFK Airport,40.68350166901243,-73.93977760939484,40.63226847009412,-73.78983844438501,8.846,airport_flat,card,42.67,4.9,6.94,0.0,54.51
4368,V1,2024-01-30 12:37:00,2024-01-30 13:19:58.091234016,3.0,Queens,Manhattan,40.72522936170671,-73.78859445597669,40.761722485113985,-73.95301988252521,9.055,standard,cash,50.14,0.0,0.0,0.0,50.14
4014,V2,2024-01-25 18:25:00,2024-01-25 18:37:12.589194750,,Manhattan,Manhattan,40.80256964587342,-73.99954177835977,40.7865198215385,-73.95065854670148,2.447,standard,card,15.11,2.99,0.0,2.75,20.85
5152,V2,2024-01-17 22:17:00,2024-01-17 23:33:31.139708189,2.0,Manhattan,Staten Island,40.792830766519714,-73.97909886162832,40.55129085606137,-74.15555618832478,19.164,standard,card,90.03,9.42,0.0,2.75,102.2
1329,V1,2024-03-25 10:09:00,2024-03-25 10:14:07.108554252,4.0,Manhattan,Manhattan,40.76140914709228,-74.00500565824007,40.782262533597894,-73.97085775943106,2.066,standard,card,11.37,2.63,0.0,2.75,16.75
6717,V2,2024-03-20 08:02:00,2024-03-20 09:12:24.377224044,3.0,Bronx,Brooklyn,40.86478153291833,-73.89749758627887,40.67228781580123,-73.95301232889771,13.722,standard,card,73.78,12.74,0.0,0.0,86.52
7131,V1,2024-02-15 22:02:00,2024-02-15 22:55:49.741231110,3.0,Brooklyn,Staten Island,40.66878575960659,-73.9284470509438,40.5868796117803,-74.14350178445741,12.903,standard,card,62.86,15.26,0.0,0.0,78.12
7288,V1,2024-02-23 17:49:00,2024-02-23 18:04:52.254160728,4.0,Manhattan,Manhattan,40.79353170611478,-73.96094955893,40.801550854146946,-73.97126795148631,1.211,standard,card,12.94,2.44,0.0,2.75,18.13
7170,V1,2024-02-08 21:27:00,2024-02-08 22:02:34.419687288,4.0,Manhattan,Queens,40.790912168855435,-73.96400574008719,40.7459737109537,-73.81188607829381,8.25,standard,card,42.33,7.9,0.0,2.75,52.98
4419,V2,2024-02-04 02:41:00,2024-02-04 03:31:00.588190650,3.0,Manhattan,Queens,40.754171880647334,-73.99460005623179,40.743343069773616,-73.82077254372861,9.091,standard,cash,48.58,0.0,0.0,2.75,51.33
3693,V1,2024-01-02 15:27:00,2024-01-02 15:31:38.695953972,2.0,Manhattan,Manhattan,40.77328974086496,-73.97694425701367,40.77111937071353,-73.98120432531582,0.843,standard,card,8.45,1.38,0.0,2.75,12.58
602,V2,2024-03-05 22:54:00,2024-03-05 23:26:31.714905786,1.0,Bronx,Manhattan,40.847861359491034,-73.8438353416922,40.78649310237688,-73.97353431706671,7.77,standard,card,39.9,9.32,0.0,0.0,49.22
4980,V1,2024-02-11 13:56:00,2024-02-11 14:50:13.636347684,1.0,LaGuardia Airport,JFK Airport,40.77919787803277,-73.9039541368222,40.65449906037376,-73.7489587297278,11.824,airport_flat,card,61.41,12.06,0.0,0.0,73.47
3788,V2,2024-02-08 21:19:00,2024-02-08 21:23:45.028156704,4.0,Manhattan,Manhattan,40.815074394452076,-73.9747260692808,40.79709761463896,-73.93017141316716,1.692,standard,card,11.69,1.53,0.0,2.75,15.97
6126,V1,2024-01-20 02:26:00,2024-01-20 02:31:11.951335998,1.0,Manhattan,LaGuardia Airport,40.77368832710674,-73.94871177663033,40.77474441737508,-73.91750497587542,1.709,airport_flat,card,9.87,2.29,6.94,2.75,21.85
2346,V1,2024-02-14 07:36:00,2024-02-14 09:21:24.465230832,3.0,Manhattan,JFK Airport,40.78461727778186,-73.98383905725863,40.637092634995525,-73.7544785666358,15.287,airport_flat,card,91.79,8.19,0.0,2.75,102.73
5831,V2,2024-01-27 06:58:00,2024-01-27 07:59:50.885096976,4.0,Queens,Manhattan,40.724342576277365,-73.77118240085078,40.81973296413453,-73.98896549587877,13.337,standard,card,65.67,10.45,0.0,0.0,76.12
2550,V1,2024-03-09 15:01:00,2024-03-09 15:14:23.403486594,1.0,Manhattan,Brooklyn,40.72923533766677,-73.98431585270875,40.68024811929732,-73.94851826839363,3.457,standard,card,19.75,2.76,0.0,2.75,25.26
6162,V2,2024-01-08 21:52:00,2024-01-08 22:23:22.824306156,4.0,Brooklyn,Queens,40.670213187736245,-73.94384854106761,40.74811655296479,-73.81279034921964,8.424,standard,cash,40.59,0.0,0.0,0.0,40.59
1023,V2,2024-03-05 16:11:00,2024-03-05 16:21:44.845147986,1.0,LaGuardia Airport,LaGuardia Airport,40.77284965742196,-73.86002679008695,40.79012898477291,-73.89911527473465,2.089,airport_flat,card,12.07,0.64,6.94,0.0,19.65
545,V1,2024-03-22 08:45:00,2024-03-22 09:07:50.062628370,4.0,Manhattan,Manhattan,40.77920722415602,-73.99322025069507,40.790172476627816,-73.95360470543744,2.37,standard,card,20.14,2.7,0.0,2.75,25.59
7863,V2,2024-02-11 02:05:00,2024-02-11 02:14:23.381099784,4.0,Manhattan,Manhattan,40.766822006765274,-73.98851409284882,40.791014331447954,-73.96546422173635,2.11,standard,card,11.55,0.96,0.0,2.75,15.26
7809,V2,2024-02-06 13:33:00,2024-02-06 13:47:25.160279166,4.0,LaGuardia Airport,Manhattan,40.74788890593318,-73.91657839495511,40.76649067596495,-73.9718309353605,3.203,airport_flat,card,17.49,4.04,6.94,0.0,28.47
