InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540287,22423,REGENCY CAKESTAND 3 TIER,4,2011-10-07 05:47:00,8.9,12511.0,United Kingdom
536368,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-02-01 02:18:00,13.57,12346.0,United Kingdom
543640,21931,JUMBO STORAGE BAG SUKI,5,2011-08-08 06:26:00,3.31,12790.0,Germany
536733,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-02-27 06:32:00,11.97,12361.0,United Kingdom
544171,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-22 19:02:00,27.61,12877.0,United Kingdom
543111,22383,LUNCH BAG SUKI DESIGN,4,2011-08-08 19:24:00,6.46,12743.0,United Kingdom
539077,22138,BAKING SET 9 PIECE RETROSPOT,1,2011-01-08 15:36:00,6.18,12463.0,United Kingdom
537724,23298,SPOTTY BUNTING,8,2011-10-14 08:17:00,7.9,12406.0,Germany
544743,22383,LUNCH BAG SUKI DESIGN,12,2011-06-08 10:57:00,3.73,12986.0,United Kingdom
543308,23298,SPOTTY BUNTING,8,2011-11-02 17:58:00,7.45,12762.0,Portugal
543659,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-03-07 10:18:00,5.87,12791.0,United Kingdom
544170,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2011-09-28 03:46:00,9.94,12877.0,United Kingdom
537116,47566,PARTY BUNTING,6,2010-01-02 22:58:00,7.1,12378.0,Netherlands
542365,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-09-26 06:03:00,3.94,12680.0,United Kingdom
543472,22960,JAM MAKING SET WITH JARS,5,2011-09-03 02:47:00,7.28,12775.0,United Kingdom
544075,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-09-14 08:35:00,11.06,,United Kingdom
540176,22423,REGENCY CAKESTAND 3 TIER,10,2011-08-22 00:36:00,12.13,12507.0,United Kingdom
544435,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-05-20 08:43:00,17.85,12947.0,United Kingdom
536525,22423,REGENCY CAKESTAND 3 TIER,9,2011-05-23 19:49:00,4.14,12352.0,United Kingdom
542962,23298,SPOTTY BUNTING,5,2010-09-07 08:50:00,7.18,12731.0,United Kingdom
537974,71053,WHITE METAL LANTERN,5,2011-07-16 20:30:00,8.29,12416.0,Germany
538821,23298,SPOTTY BUNTING,6,2011-04-08 22:10:00,10.61,12450.0,United Kingdom
545238,22383,LUNCH BAG SUKI DESIGN,5,2010-10-22 07:01:00,5.16,13047.0,United Kingdom
543020,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-10-21 23:48:00,3.59,12736.0,United Kingdom
539792,71053,WHITE METAL LANTERN,2,2011-04-10 20:47:00,11.77,12492.0,United Kingdom
537740,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-06 09:14:00,9.1,12407.0,United Kingdom
542403,22197,POPCORN HOLDER,5,2011-11-26 17:57:00,2.89,12683.0,Germany
540931,47566,PARTY BUNTING,6,2010-03-30 18:11:00,7.03,12560.0,United Kingdom
544252,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2010-11-29 22:05:00,11.94,12898.0,United Kingdom
545853,22138,BAKING SET 9 PIECE RETROSPOT,6,2010-01-03 04:24:00,5.73,13117.0,United Kingdom
539050,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2011-11-08 16:51:00,11.96,12461.0,United Kingdom
545700,22423,REGENCY CAKESTAND 3 TIER,7,2010-05-07 07:29:00,4.08,13098.0,EIRE
543468,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-05-14 18:08:00,5.46,12775.0,United Kingdom
544165,23298,SPOTTY BUNTING,4,2011-02-20 14:33:00,14.78,12875.0,United Kingdom
544129,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-20 11:16:00,16.94,12864.0,United Kingdom
543396,71053,WHITE METAL LANTERN,4,2010-12-05 01:41:00,7.37,12769.0,United Kingdom
544469,71053,WHITE METAL LANTERN,5,2011-11-22 10:19:00,21.46,12954.0,Netherlands
541761,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-06-06 16:16:00,6.7,12631.0,Netherlands
536775,23203,JUMBO BAG VINTAGE DOILY,9,2011-04-13 02:16:00,7.2,12364.0,Australia
541949,20725,LUNCH BAG RED RETROSPOT,6,2010-10-20 12:12:00,3.71,12647.0,France
544161,47566,PARTY BUNTING,6,2011-10-01 20:00:00,15.74,12875.0,United Kingdom
537985,22423,REGENCY CAKESTAND 3 TIER,5,2010-08-05 16:57:00,11.27,12417.0,Australia
540181,21931,JUMBO STORAGE BAG SUKI,7,2011-04-08 11:17:00,12.36,12508.0,Portugal
539680,71053,WHITE METAL LANTERN,11,2011-10-13 17:13:00,7.52,12487.0,United Kingdom
541173,22960,JAM MAKING SET WITH JARS,8,2011-06-14 01:53:00,7.64,12582.0,United Kingdom
539744,20725,LUNCH BAG RED RETROSPOT,6,2011-11-05 22:51:00,7.48,12490.0,Belgium
542749,22197,POPCORN HOLDER,4,2011-05-07 20:29:00,3.13,12712.0,Portugal
537641,22960,JAM MAKING SET WITH JARS,8,2011-06-18 23:18:00,11.58,,United Kingdom
543084,22383,LUNCH BAG SUKI DESIGN,4,2011-11-25 15:04:00,7.65,12742.0,United Kingdom
540974,23203,JUMBO BAG VINTAGE DOILY,4,2011-07-02 12:36:00,5.84,12562.0,United Kingdom
540802,22197,POPCORN HOLDER,8,2011-11-04 06:31:00,7.69,,Netherlands
540449,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-02-06 06:21:00,2.62,12523.0,United Kingdom
545456,20725,LUNCH BAG RED RETROSPOT,5,2010-01-07 07:07:00,4.54,13072.0,Netherlands
546069,71053,WHITE METAL LANTERN,6,2011-03-31 17:27:00,5.36,13142.0,United Kingdom
539787,23298,SPOTTY BUNTING,11,2010-12-26 09:42:00,8.54,12492.0,United Kingdom
537831,20725,LUNCH BAG RED RETROSPOT,6,2010-01-21 11:54:00,9.47,12411.0,Netherlands
536684,22960,JAM MAKING SET WITH JARS,5,2011-01-24 10:17:00,6.05,12360.0,United Kingdom
545935,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-06-18 11:13:00,6.83,13127.0,EIRE
542520,21931,JUMBO STORAGE BAG SUKI,5,2011-09-25 13:50:00,5.6,12692.0,United Kingdom
538147,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2010-08-21 23:05:00,6.14,12427.0,Germany
544257,22457,NATURAL SLATE HEART CHALKBOARD,4,2011-09-26 23:48:00,29.91,12900.0,France
542817,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-09-03 14:59:00,3.45,12718.0,Germany
544463,22383,LUNCH BAG SUKI DESIGN,4,2010-08-21 15:40:00,22.16,12952.0,Portugal
540026,22960,JAM MAKING SET WITH JARS,4,2011-05-17 03:41:00,9.72,12502.0,Netherlands
544106,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2010-04-14 08:35:00,26.49,12858.0,France
545048,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-03-19 16:29:00,2.73,13022.0,EIRE
537266,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-05-01 20:24:00,11.47,12383.0,United Kingdom
543813,23298,SPOTTY BUNTING,6,2010-09-29 22:07:00,7.03,12806.0,United Kingdom
541370,22960,JAM MAKING SET WITH JARS,5,2011-04-29 14:05:00,3.95,12600.0,Germany
542759,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-08-22 07:08:00,7.12,12714.0,United Kingdom
537380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-11-19 12:28:00,11.41,12389.0,United Kingdom
539004,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-10-09 11:04:00,6.48,12459.0,United Kingdom
539039,22197,POPCORN HOLDER,7,2011-02-24 13:05:00,5.09,12461.0,United Kingdom
544109,71053,WHITE METAL LANTERN,3,2011-03-14 01:44:00,11.94,12858.0,France
538995,23298,SPOTTY BUNTING,7,2011-04-11 17:45:00,7.21,12459.0,United Kingdom
540091,22197,POPCORN HOLDER,5,2011-04-09 19:41:00,9.2,12504.0,United Kingdom
538210,23245,SET OF 3 REGENCY CAKE TINS,5,2010-07-12 22:07:00,9.59,12429.0,United Kingdom
538337,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-01 19:37:00,7.79,12432.0,Belgium
546980,22423,REGENCY CAKESTAND 3 TIER,4,2011-05-17 23:04:00,5.9,13556.0,United Kingdom
542009,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-08-07 03:54:00,2.6,12652.0,United Kingdom
542387,22960,JAM MAKING SET WITH JARS,4,2011-10-21 23:27:00,6.14,12681.0,United Kingdom
542137,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-07-13 07:34:00,6.4,12661.0,United Kingdom
545836,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-02-12 16:05:00,3.46,13114.0,EIRE
538737,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-09-04 10:35:00,13.08,12447.0,EIRE
537655,21931,JUMBO STORAGE BAG SUKI,4,2010-05-14 16:21:00,13.97,12403.0,United Kingdom
539380,21931,JUMBO STORAGE BAG SUKI,2,2011-01-22 13:43:00,13.46,12473.0,United Kingdom
536765,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-08-20 20:59:00,7.47,12363.0,Netherlands
536888,23245,SET OF 3 REGENCY CAKE TINS,5,2011-05-27 07:48:00,13.62,12368.0,Portugal
540292,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2010-05-09 18:57:00,6.53,12512.0,United Kingdom
542014,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-02-05 04:13:00,3.44,12653.0,France
541316,22383,LUNCH BAG SUKI DESIGN,4,2011-07-14 22:04:00,4.03,12595.0,United Kingdom
537928,22383,LUNCH BAG SUKI DESIGN,5,2011-08-08 06:28:00,10.72,12414.0,United Kingdom
545189,22457,NATURAL SLATE HEART CHALKBOARD,6,2011-04-20 08:08:00,6.72,13038.0,Netherlands
539695,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-09-17 12:21:00,12.53,12488.0,United Kingdom
538754,23203,JUMBO BAG VINTAGE DOILY,4,2011-03-17 18:35:00,8.76,12448.0,United Kingdom
543553,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2011-10-01 15:26:00,7.45,12783.0,Germany
547027,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2011-11-13 23:51:00,5.39,13588.0,Netherlands
544286,22383,LUNCH BAG SUKI DESIGN,6,2011-01-30 10:42:00,19.01,12907.0,United Kingdom
539507,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-07-18 11:55:00,13.02,12477.0,United Kingdom
538232,22423,REGENCY CAKESTAND 3 TIER,7,2011-06-15 01:20:00,9.56,12429.0,United Kingdom
537436,22457,NATURAL SLATE HEART CHALKBOARD,4,2011-09-03 11:53:00,6.51,12393.0,United Kingdom
539707,22960,JAM MAKING SET WITH JARS,3,2011-05-17 16:31:00,9.0,12488.0,United Kingdom
544248,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-05-20 17:00:00,13.4,12896.0,Germany
539852,71053,WHITE METAL LANTERN,8,2010-09-04 18:36:00,9.65,12496.0,United Kingdom
538166,22423,REGENCY CAKESTAND 3 TIER,5,2011-09-24 14:30:00,8.73,12427.0,Germany
544679,23245,SET OF 3 REGENCY CAKE TINS,8,2011-04-27 21:11:00,5.55,12979.0,United Kingdom
536459,21931,JUMBO STORAGE BAG SUKI,5,2011-08-18 03:31:00,10.99,12349.0,Australia
542945,22197,POPCORN HOLDER,5,2011-05-09 04:08:00,7.24,12729.0,EIRE
540550,47566,PARTY BUNTING,2,2011-05-27 00:28:00,3.15,12531.0,United Kingdom
541815,20725,LUNCH BAG RED RETROSPOT,4,2011-11-09 22:23:00,5.52,12637.0,Portugal
543396,47566,PARTY BUNTING,2,2010-12-05 01:41:00,7.83,12769.0,United Kingdom
536492,47566,PARTY BUNTING,5,2011-04-01 17:09:00,11.55,12351.0,Australia
542999,23203,JUMBO BAG VINTAGE DOILY,4,2011-07-12 21:52:00,5.14,12734.0,France
541060,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-10-14 16:44:00,4.15,12571.0,United Kingdom
536457,22960,JAM MAKING SET WITH JARS,5,2011-08-06 20:29:00,8.65,12349.0,Australia
537816,23298,SPOTTY BUNTING,6,2011-02-22 14:26:00,4.79,12410.0,United Kingdom
543422,22423,REGENCY CAKESTAND 3 TIER,9,2011-06-26 20:59:00,3.51,12771.0,United Kingdom
536742,22383,LUNCH BAG SUKI DESIGN,6,2011-09-09 00:37:00,5.16,12361.0,United Kingdom
544211,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-02-26 15:07:00,19.7,12886.0,United Kingdom
537692,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2011-01-10 14:52:00,5.72,12404.0,United Kingdom
536652,71053,WHITE METAL LANTERN,3,2011-04-23 20:30:00,11.04,12358.0,United Kingdom
537906,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-13 01:23:00,11.48,12413.0,United Kingdom
543623,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-09-14 23:37:00,5.64,12788.0,United Kingdom
542692,22423,REGENCY CAKESTAND 3 TIER,5,2011-05-01 05:11:00,3.6,12707.0,United Kingdom
545784,23298,SPOTTY BUNTING,8,2011-06-03 20:36:00,3.31,13109.0,Belgium
540376,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-10 06:25:00,5.66,12518.0,United Kingdom
541819,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-06-05 16:40:00,2.89,12637.0,Portugal
540755,22457,NATURAL SLATE HEART CHALKBOARD,6,2011-04-20 22:46:00,4.02,12547.0,United Kingdom
539261,22457,NATURAL SLATE HEART CHALKBOARD,9,2010-08-25 16:11:00,6.94,12470.0,United Kingdom
539956,23203,JUMBO BAG VINTAGE DOILY,6,2010-09-21 09:15:00,8.42,12500.0,United Kingdom
541405,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-09 02:48:00,3.02,12604.0,United Kingdom
539058,22383,LUNCH BAG SUKI DESIGN,7,2011-04-08 08:47:00,10.81,12462.0,France
541507,20725,LUNCH BAG RED RETROSPOT,6,2011-06-12 11:14:00,4.06,12611.0,France
544310,23245,SET OF 3 REGENCY CAKE TINS,5,2011-09-16 08:19:00,14.68,12914.0,United Kingdom
538535,22138,BAKING SET 9 PIECE RETROSPOT,3,2010-04-21 00:28:00,11.31,12440.0,United Kingdom
539803,47566,PARTY BUNTING,11,2011-11-05 18:02:00,11.23,12492.0,United Kingdom
537775,22457,NATURAL SLATE HEART CHALKBOARD,3,2010-10-07 00:04:00,5.77,12409.0,Spain
540041,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-11-04 01:24:00,6.74,12502.0,Netherlands
544657,22197,POPCORN HOLDER,9,2010-09-15 14:39:00,5.55,12976.0,United Kingdom
543797,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2011-03-18 20:30:00,7.98,12804.0,Australia
542265,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-09-01 22:21:00,3.65,12671.0,United Kingdom
545221,22197,POPCORN HOLDER,4,2010-12-30 00:12:00,7.74,13044.0,Germany
536901,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-10-14 19:44:00,4.16,12368.0,Portugal
542550,21931,JUMBO STORAGE BAG SUKI,7,2010-09-10 04:49:00,6.74,12697.0,United Kingdom
537865,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-08-04 16:02:00,11.98,12411.0,Netherlands
538873,23245,SET OF 3 REGENCY CAKE TINS,7,2011-01-14 05:38:00,11.01,12452.0,France
540478,22960,JAM MAKING SET WITH JARS,7,2011-07-30 18:20:00,7.29,12524.0,United Kingdom
544338,23245,SET OF 3 REGENCY CAKE TINS,5,2010-09-27 09:37:00,12.53,12922.0,United Kingdom
540604,23298,SPOTTY BUNTING,8,2010-12-16 18:49:00,5.81,12536.0,United Kingdom
546723,22457,NATURAL SLATE HEART CHALKBOARD,7,2010-03-11 00:20:00,1.64,13406.0,United Kingdom
539024,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-11-09 11:27:00,6.33,12460.0,United Kingdom
538067,20725,LUNCH BAG RED RETROSPOT,7,2011-06-23 00:53:00,6.36,12420.0,Germany
536814,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-01-14 09:38:00,7.89,12366.0,Germany
539247,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-08-24 15:17:00,10.73,12469.0,United Kingdom
538200,22383,LUNCH BAG SUKI DESIGN,6,2011-05-18 12:23:00,6.72,12428.0,United Kingdom
540955,23203,JUMBO BAG VINTAGE DOILY,9,2011-04-10 04:44:00,4.53,12561.0,United Kingdom
538642,22960,JAM MAKING SET WITH JARS,7,2011-06-03 07:48:00,5.1,12443.0,Germany
544478,20725,LUNCH BAG RED RETROSPOT,9,2010-07-05 23:58:00,17.37,12955.0,United Kingdom
536420,22383,LUNCH BAG SUKI DESIGN,7,2010-10-27 08:12:00,10.4,12348.0,United Kingdom
538828,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-08-25 21:55:00,6.73,12450.0,United Kingdom
540835,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2010-03-31 01:00:00,7.57,12554.0,United Kingdom
537872,22960,JAM MAKING SET WITH JARS,6,2010-06-08 17:43:00,6.11,12412.0,United Kingdom
544201,20725,LUNCH BAG RED RETROSPOT,5,2011-10-04 22:57:00,19.61,12885.0,Australia
546146,22960,JAM MAKING SET WITH JARS,6,2011-01-15 04:32:00,6.87,,Spain
537261,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-11-13 19:12:00,6.96,12382.0,United Kingdom
544885,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-03-16 02:08:00,5.24,13003.0,United Kingdom
545660,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-03-26 17:33:00,7.3,13092.0,United Kingdom
537246,20725,LUNCH BAG RED RETROSPOT,8,2011-03-04 08:00:00,4.39,12381.0,United Kingdom
545264,22197,POPCORN HOLDER,1,2010-11-28 06:47:00,8.56,13050.0,United Kingdom
538715,23245,SET OF 3 REGENCY CAKE TINS,8,2011-10-16 18:05:00,10.42,12446.0,United Kingdom
540872,22423,REGENCY CAKESTAND 3 TIER,6,2010-04-11 21:17:00,5.9,,United Kingdom
538100,22197,POPCORN HOLDER,6,2011-06-28 11:02:00,11.21,12423.0,France
539481,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-03-05 12:09:00,10.58,12477.0,United Kingdom
537749,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-11-10 02:41:00,12.35,12407.0,United Kingdom
540210,23245,SET OF 3 REGENCY CAKE TINS,4,2010-09-03 23:31:00,13.75,12509.0,United Kingdom
536478,71053,WHITE METAL LANTERN,4,2011-01-29 09:01:00,7.94,12350.0,United Kingdom
542088,47566,PARTY BUNTING,6,2010-07-21 18:08:00,6.83,12658.0,United Kingdom
538616,22197,POPCORN HOLDER,6,2011-10-18 13:52:00,10.59,12442.0,United Kingdom
545742,47566,PARTY BUNTING,7,2010-06-08 06:59:00,3.85,13103.0,United Kingdom
545381,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2010-11-10 15:41:00,2.65,13063.0,United Kingdom
536932,22960,JAM MAKING SET WITH JARS,7,2010-08-22 03:21:00,6.58,12370.0,United Kingdom
536711,47566,PARTY BUNTING,8,2010-05-24 20:41:00,12.78,12361.0,United Kingdom
545040,23298,SPOTTY BUNTING,7,2010-04-25 10:45:00,4.5,13021.0,EIRE
541886,23203,JUMBO BAG VINTAGE DOILY,3,2011-02-09 03:40:00,4.77,12642.0,United Kingdom
539209,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-07-31 14:59:00,5.4,12468.0,Portugal
539985,22138,BAKING SET 9 PIECE RETROSPOT,2,2010-08-15 12:34:00,10.86,12501.0,EIRE
542501,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-10-16 21:52:00,6.72,12691.0,Spain
537259,22457,NATURAL SLATE HEART CHALKBOARD,5,2011-09-23 00:58:00,13.85,12382.0,United Kingdom
544274,21212,PACK OF 72 RETROSPOT CAKE CASES,10,2011-09-22 10:21:00,11.96,12904.0,United Kingdom
538839,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-10-26 19:54:00,13.67,,United Kingdom
542546,22457,NATURAL SLATE HEART CHALKBOARD,2,2011-11-09 10:28:00,6.59,12696.0,United Kingdom
538359,47566,PARTY BUNTING,10,2011-01-28 12:50:00,4.95,12433.0,United Kingdom
545931,21931,JUMBO STORAGE BAG SUKI,4,2011-01-06 13:27:00,8.24,13126.0,United Kingdom
539335,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-05-31 20:26:00,0.0,12472.0,United Kingdom
538409,47566,PARTY BUNTING,2,2010-10-02 16:38:00,10.35,12435.0,United Kingdom
C542290,22197,POPCORN HOLDER,-2,2010-10-03 23:20:00,3.18,12674.0,United Kingdom
544262,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-10-13 18:52:00,25.68,12902.0,United Kingdom
536584,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-01-23 04:19:00,11.21,12354.0,United Kingdom
537405,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-10-17 03:29:00,6.11,12390.0,Australia
541699,22423,REGENCY CAKESTAND 3 TIER,7,2010-11-06 02:43:00,7.11,12625.0,Spain
537405,22383,LUNCH BAG SUKI DESIGN,7,2011-10-17 03:29:00,5.08,12390.0,Australia
537694,23298,SPOTTY BUNTING,5,2011-02-21 08:38:00,12.6,12404.0,United Kingdom
537364,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-04-16 14:46:00,11.67,12388.0,United Kingdom
538584,22960,JAM MAKING SET WITH JARS,3,2010-01-01 18:35:00,13.15,12442.0,United Kingdom
544949,22197,POPCORN HOLDER,2,2010-11-24 18:30:00,7.65,,Spain
539493,20725,LUNCH BAG RED RETROSPOT,6,2010-11-14 02:12:00,9.42,12477.0,United Kingdom
539121,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-08-01 12:00:00,10.21,12465.0,United Kingdom
541121,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-12-19 05:54:00,6.97,12577.0,United Kingdom
545705,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2010-11-21 15:41:00,6.25,13098.0,EIRE
545893,22423,REGENCY CAKESTAND 3 TIER,5,2011-03-16 20:16:00,6.45,13121.0,Australia
540149,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-01-19 20:08:00,8.49,12506.0,United Kingdom
538062,21931,JUMBO STORAGE BAG SUKI,6,2011-04-06 07:56:00,7.66,12420.0,Germany
539184,22423,REGENCY CAKESTAND 3 TIER,6,2011-04-21 16:01:00,4.76,12467.0,United Kingdom
536745,47566,PARTY BUNTING,3,2011-10-22 14:03:00,13.72,12361.0,United Kingdom
543056,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-09-17 02:45:00,7.39,12738.0,Netherlands
541544,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2010-04-18 21:18:00,3.13,12615.0,United Kingdom
543703,84406B,CREAM CUPID HEARTS COAT HANGER,9,2009-12-24 17:06:00,6.21,12796.0,Belgium
539407,22960,JAM MAKING SET WITH JARS,8,2011-02-18 15:19:00,9.4,12474.0,Portugal
544181,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2011-04-29 08:58:00,9.96,12879.0,United Kingdom
545084,22423,REGENCY CAKESTAND 3 TIER,3,2011-03-20 20:43:00,7.84,13025.0,United Kingdom
541232,47566,PARTY BUNTING,4,2011-05-22 15:42:00,5.51,12587.0,United Kingdom
545044,22383,LUNCH BAG SUKI DESIGN,7,2010-10-15 01:12:00,3.78,13021.0,EIRE
538907,47566,PARTY BUNTING,3,2011-09-13 11:20:00,8.61,12453.0,United Kingdom
538437,22138,BAKING SET 9 PIECE RETROSPOT,5,2010-08-02 16:50:00,7.62,12436.0,United Kingdom
543584,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-01-08 12:22:00,5.63,12787.0,United Kingdom
544993,21931,JUMBO STORAGE BAG SUKI,3,2010-05-21 10:10:00,2.84,13016.0,United Kingdom
545997,47566,PARTY BUNTING,4,2010-08-06 00:26:00,6.25,13133.0,United Kingdom
539149,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-03 15:44:00,11.3,12466.0,United Kingdom
539309,22383,LUNCH BAG SUKI DESIGN,3,2010-12-29 18:20:00,7.97,12471.0,United Kingdom
544605,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-03-03 14:27:00,5.16,12969.0,United Kingdom
542080,22960,JAM MAKING SET WITH JARS,11,2011-07-17 06:52:00,7.0,12657.0,United Kingdom
540117,47566,PARTY BUNTING,2,2010-09-25 23:04:00,10.33,12505.0,Germany
538157,23298,SPOTTY BUNTING,9,2011-05-26 20:38:00,10.97,12427.0,Germany
545053,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-01-26 12:16:00,7.28,13023.0,United Kingdom
543912,22423,REGENCY CAKESTAND 3 TIER,6,2010-09-27 18:20:00,7.54,12813.0,United Kingdom
540553,23298,SPOTTY BUNTING,7,2011-08-02 06:29:00,4.44,12531.0,United Kingdom
542461,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-07-11 09:27:00,0.0,12685.0,Australia
538488,22457,NATURAL SLATE HEART CHALKBOARD,4,2010-03-10 04:51:00,12.49,12439.0,United Kingdom
542178,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-08-20 16:49:00,3.17,12665.0,United Kingdom
540102,23203,JUMBO BAG VINTAGE DOILY,5,2011-11-12 15:11:00,8.39,12504.0,United Kingdom
538639,22960,JAM MAKING SET WITH JARS,4,2011-03-07 20:58:00,11.23,12443.0,Germany
538384,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-12 15:51:00,10.86,,United Kingdom
541556,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-06-22 14:38:00,4.17,12615.0,United Kingdom
539361,22138,BAKING SET 9 PIECE RETROSPOT,14,2011-10-18 22:56:00,9.33,12472.0,United Kingdom
537474,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-12-06 03:52:00,6.82,12395.0,Australia
543591,22383,LUNCH BAG SUKI DESIGN,7,2011-01-20 16:57:00,4.38,12787.0,United Kingdom
545651,71053,WHITE METAL LANTERN,3,2010-01-27 07:26:00,5.22,13091.0,Netherlands
546017,22960,JAM MAKING SET WITH JARS,6,2010-09-21 11:34:00,4.78,13136.0,United Kingdom
541808,22423,REGENCY CAKESTAND 3 TIER,4,2011-11-04 20:43:00,4.88,12635.0,United Kingdom
545701,21931,JUMBO STORAGE BAG SUKI,4,2010-07-28 03:15:00,2.87,13098.0,EIRE
536896,22960,JAM MAKING SET WITH JARS,11,2011-09-09 01:45:00,4.81,12368.0,Portugal
540100,71053,WHITE METAL LANTERN,10,2011-10-14 09:28:00,9.04,12504.0,United Kingdom
537974,20725,LUNCH BAG RED RETROSPOT,5,2011-07-16 20:30:00,7.95,12416.0,Germany
536645,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-11-10 09:08:00,7.66,12358.0,United Kingdom
540950,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2010-10-26 20:31:00,7.52,12561.0,United Kingdom
