invoice_id,invoice_date,customer_id,country,product_id,product_name,category,quantity,unit_price,line_total,archetype
INV100243,2024-03-19,C00432,Netherlands,P0187,Garden Item 0187,Garden,4,6.33,25.32,champion
INV100243,2024-03-19,C00432,Netherlands,P0178,Garden Item 0178,Garden,5,15.19,75.95,champion
INV100243,2024-03-19,C00432,Netherlands,P0157,Toys Item 0157,Toys,5,16.13,80.65,champion
INV100243,2024-03-19,C00432,Netherlands,P0179,Toys Item 0179,Toys,5,14.27,71.35,champion
INV100243,2024-03-19,C00432,Netherlands,P0161,Home Item 0161,Home & Kitchen,4,6.97,27.88,champion
INV100243,2024-03-19,C00432,Netherlands,P0191,Stationery Item 0191,Stationery,5,8.67,43.35,champion
INV100243,2024-03-19,C00432,Netherlands,P0290,Garden Item 0290,Garden,4,5.49,21.96,champion
INV100243,2024-03-19,C00432,Netherlands,P0225,Beauty Item 0225,Beauty,4,4.63,18.52,champion
INV100243,2024-03-19,C00432,Netherlands,P0286,Toys Item 0286,Toys,5,17.4,87.0,champion
INV100243,2024-03-19,C00432,Netherlands,P0094,Apparel Item 0094,Apparel,2,14.15,28.3,champion
INV100717,2024-03-19,C00338,Ireland,P0281,Beauty Item 0281,Beauty,1,2.14,2.14,regular
INV100717,2024-03-19,C00338,Ireland,P0018,Beauty Item 0018,Beauty,1,19.88,19.88,regular
INV100717,2024-03-19,C00338,Ireland,P0186,Sports Item 0186,Sports,4,11.3,45.2,regular
INV100717,2024-03-19,C00338,Ireland,P0184,Stationery Item 0184,Stationery,5,12.05,60.25,regular
INV100717,2024-03-19,C00338,Ireland,P0083,Apparel Item 0083,Apparel,2,6.29,12.58,regular
INV100717,2024-03-19,C00338,Ireland,P0224,Toys Item 0224,Toys,5,6.73,33.65,regular
INV100781,2024-03-19,C00474,Germany,P0274,Apparel Item 0274,Apparel,1,17.17,17.17,loyal
INV100956,2024-03-19,C00081,Spain,P0234,Beauty Item 0234,Beauty,2,14.59,29.18,loyal
INV100956,2024-03-19,C00081,Spain,P0045,Electronics Item 0045,Electronics Accessories,1,3.96,3.96,loyal
INV100956,2024-03-19,C00081,Spain,P0268,Beauty Item 0268,Beauty,3,10.88,32.64,loyal
INV100956,2024-03-19,C00081,Spain,P0139,Stationery Item 0139,Stationery,1,2.18,2.18,loyal
INV100270,2024-03-20,C00388,France,P0123,Toys Item 0123,Toys,1,19.79,19.79,regular
INV100985,2024-03-20,C00378,United Kingdom,P0125,Toys Item 0125,Toys,2,25.33,50.66,at_risk
INV100985,2024-03-20,C00378,United Kingdom,P0009,Sports Item 0009,Sports,4,10.35,41.4,at_risk
INV100985,2024-03-20,C00378,United Kingdom,P0014,Sports Item 0014,Sports,1,10.64,10.64,at_risk
INV101070,2024-03-20,C00374,Ireland,P0020,Sports Item 0020,Sports,3,17.23,51.69,at_risk
INV101070,2024-03-20,C00374,Ireland,P0090,Garden Item 0090,Garden,1,12.93,12.93,at_risk
INV101277,2024-03-20,C00213,Netherlands,P0253,Toys Item 0253,Toys,5,5.41,27.05,loyal
INV101277,2024-03-20,C00213,Netherlands,P0126,Sports Item 0126,Sports,5,23.67,118.35,loyal
INV100578,2024-03-21,C00478,United Kingdom,P0177,Apparel Item 0177,Apparel,2,7.91,15.82,champion
INV100578,2024-03-21,C00478,United Kingdom,P0264,Home Item 0264,Home & Kitchen,4,16.77,67.08,champion
INV100578,2024-03-21,C00478,United Kingdom,P0087,Home Item 0087,Home & Kitchen,1,9.17,9.17,champion
INV100578,2024-03-21,C00478,United Kingdom,P0075,Home Item 0075,Home & Kitchen,2,4.7,9.4,champion
INV100578,2024-03-21,C00478,United Kingdom,P0242,Stationery Item 0242,Stationery,4,7.66,30.64,champion
INV100578,2024-03-21,C00478,United Kingdom,P0006,Toys Item 0006,Toys,5,14.64,73.2,champion
INV100578,2024-03-21,C00478,United Kingdom,P0038,Beauty Item 0038,Beauty,2,4.36,8.72,champion
INV100578,2024-03-21,C00478,United Kingdom,P0164,Home Item 0164,Home & Kitchen,2,19.4,38.8,champion
INV100578,2024-03-21,C00478,United Kingdom,P0272,Stationery Item 0272,Stationery,1,43.64,43.64,champion
INV100578,2024-03-21,C00478,United Kingdom,P0153,Home Item 0153,Home & Kitchen,3,2.62,7.86,champion
INV100578,2024-03-21,C00478,United Kingdom,P0120,Sports Item 0120,Sports,5,12.93,64.65,champion
INV100578,2024-03-21,C00478,United Kingdom,P0290,Garden Item 0290,Garden,2,5.49,10.98,champion
INV100578,2024-03-21,C00478,United Kingdom,P0149,Toys Item 0149,Toys,2,6.39,12.78,champion
INV100578,2024-03-21,C00478,United Kingdom,P0255,Electronics Item 0255,Electronics Accessories,2,2.75,5.5,champion
INV100578,2024-03-21,C00478,United Kingdom,P0276,Apparel Item 0276,Apparel,5,8.49,42.45,champion
INV100578,2024-03-21,C00478,United Kingdom,P0165,Home Item 0165,Home & Kitchen,3,4.44,13.32,champion
INV100578,2024-03-21,C00478,United Kingdom,P0262,Home Item 0262,Home & Kitchen,4,8.77,35.08,champion
INV100578,2024-03-21,C00478,United Kingdom,P0200,Garden Item 0200,Garden,4,9.29,37.16,champion
INV100578,2024-03-21,C00478,United Kingdom,P0119,Stationery Item 0119,Stationery,4,27.78,111.12,champion
INV100578,2024-03-21,C00478,United Kingdom,P0227,Garden Item 0227,Garden,3,14.32,42.96,champion
INV100578,2024-03-21,C00478,United Kingdom,P0196,Stationery Item 0196,Stationery,3,11.07,33.21,champion
INV100578,2024-03-21,C00478,United Kingdom,P0052,Beauty Item 0052,Beauty,3,4.18,12.54,champion
INV101179,2024-03-21,C00135,Spain,P0293,Toys Item 0293,Toys,1,13.85,13.85,loyal
INV101179,2024-03-21,C00135,Spain,P0007,Stationery Item 0007,Stationery,5,19.96,99.8,loyal
INV101179,2024-03-21,C00135,Spain,P0173,Apparel Item 0173,Apparel,3,19.11,57.33,loyal
INV101179,2024-03-21,C00135,Spain,P0086,Toys Item 0086,Toys,2,15.78,31.56,loyal
INV101179,2024-03-21,C00135,Spain,P0022,Garden Item 0022,Garden,4,9.52,38.08,loyal
INV100059,2024-03-22,C00001,United Kingdom,P0076,Home Item 0076,Home & Kitchen,5,31.68,158.4,champion
INV100059,2024-03-22,C00001,United Kingdom,P0172,Sports Item 0172,Sports,3,6.08,18.24,champion
INV100059,2024-03-22,C00001,United Kingdom,P0210,Beauty Item 0210,Beauty,1,6.08,6.08,champion
INV100059,2024-03-22,C00001,United Kingdom,P0027,Electronics Item 0027,Electronics Accessories,2,19.73,39.46,champion
INV100410,2024-03-22,C00350,United Kingdom,P0163,Sports Item 0163,Sports,1,16.1,16.1,loyal
INV100410,2024-03-22,C00350,United Kingdom,P0062,Stationery Item 0062,Stationery,1,32.4,32.4,loyal
INV100410,2024-03-22,C00350,United Kingdom,P0153,Home Item 0153,Home & Kitchen,1,2.62,2.62,loyal
INV100410,2024-03-22,C00350,United Kingdom,P0247,Home Item 0247,Home & Kitchen,1,15.37,15.37,loyal
INV100459,2024-03-22,C00347,United Kingdom,P0037,Toys Item 0037,Toys,2,10.9,21.8,regular
INV100899,2024-03-22,C00088,United Kingdom,P0103,Garden Item 0103,Garden,4,5.64,22.56,regular
INV100899,2024-03-22,C00088,United Kingdom,P0225,Beauty Item 0225,Beauty,4,4.63,18.52,regular
INV100899,2024-03-22,C00088,United Kingdom,P0037,Toys Item 0037,Toys,5,10.9,54.5,regular
INV101002,2024-03-22,C00412,United Kingdom,P0287,Toys Item 0287,Toys,5,17.98,89.9,at_risk
INV101002,2024-03-22,C00412,United Kingdom,P0043,Electronics Item 0043,Electronics Accessories,2,19.52,39.04,at_risk
INV101002,2024-03-22,C00412,United Kingdom,P0109,Apparel Item 0109,Apparel,3,11.92,35.76,at_risk
INV101002,2024-03-22,C00412,United Kingdom,P0189,Garden Item 0189,Garden,1,9.4,9.4,at_risk
INV101002,2024-03-22,C00412,United Kingdom,P0140,Apparel Item 0140,Apparel,5,15.06,75.3,at_risk
INV101002,2024-03-22,C00412,United Kingdom,P0057,Beauty Item 0057,Beauty,4,13.72,54.88,at_risk
INV100092,2024-03-23,C00147,France,P0091,Garden Item 0091,Garden,2,12.22,24.44,champion
INV100092,2024-03-23,C00147,France,P0012,Beauty Item 0012,Beauty,3,8.67,26.01,champion
INV100092,2024-03-23,C00147,France,P0080,Toys Item 0080,Toys,1,10.29,10.29,champion
INV100092,2024-03-23,C00147,France,P0025,Garden Item 0025,Garden,5,16.76,83.8,champion
INV100092,2024-03-23,C00147,France,P0234,Beauty Item 0234,Beauty,4,14.59,58.36,champion
INV100092,2024-03-23,C00147,France,P0029,Sports Item 0029,Sports,2,15.87,31.74,champion
INV100092,2024-03-23,C00147,France,P0238,Beauty Item 0238,Beauty,5,13.56,67.8,champion
INV100092,2024-03-23,C00147,France,P0081,Garden Item 0081,Garden,2,26.84,53.68,champion
INV100092,2024-03-23,C00147,France,P0058,Garden Item 0058,Garden,1,7.47,7.47,champion
INV100092,2024-03-23,C00147,France,P0195,Apparel Item 0195,Apparel,5,27.22,136.1,champion
INV100092,2024-03-23,C00147,France,P0168,Sports Item 0168,Sports,5,25.71,128.55,champion
INV100092,2024-03-23,C00147,France,P0010,Sports Item 0010,Sports,2,16.22,32.44,champion
INV101114,2024-03-23,C00217,United Kingdom,P0243,Toys Item 0243,Toys,1,7.38,7.38,regular
INV101114,2024-03-23,C00217,United Kingdom,P0101,Stationery Item 0101,Stationery,5,55.1,275.5,regular
INV101114,2024-03-23,C00217,United Kingdom,P0127,Toys Item 0127,Toys,5,32.0,160.0,regular
INV101114,2024-03-23,C00217,United Kingdom,P0289,Home Item 0289,Home & Kitchen,5,3.62,18.1,regular
INV101114,2024-03-23,C00217,United Kingdom,P0079,Sports Item 0079,Sports,2,17.36,34.72,regular
INV101418,2024-03-23,C00401,Ireland,P0250,Stationery Item 0250,Stationery,4,11.75,47.0,regular
INV101418,2024-03-23,C00401,Ireland,P0105,Beauty Item 0105,Beauty,1,10.5,10.5,regular
INV101418,2024-03-23,C00401,Ireland,P0073,Garden Item 0073,Garden,4,8.64,34.56,regular
INV101440,2024-03-23,C00266,United Kingdom,P0143,Home Item 0143,Home & Kitchen,5,7.7,38.5,loyal
INV101440,2024-03-23,C00266,United Kingdom,P0208,Sports Item 0208,Sports,5,17.62,88.1,loyal
INV101440,2024-03-23,C00266,United Kingdom,P0072,Home Item 0072,Home & Kitchen,3,25.41,76.23,loyal
INV101440,2024-03-23,C00266,United Kingdom,P0047,Apparel Item 0047,Apparel,2,29.75,59.5,loyal
INV101440,2024-03-23,C00266,United Kingdom,P0158,Garden Item 0158,Garden,2,8.27,16.54,loyal
INV101440,2024-03-23,C00266,United Kingdom,P0296,Electronics Item 0296,Electronics Accessories,3,13.81,41.43,loyal
INV101440,2024-03-23,C00266,United Kingdom,P0209,Garden Item 0209,Garden,5,20.19,100.95,loyal
INV101440,2024-03-23,C00266,United Kingdom,P0003,Beauty Item 0003,Beauty,2,11.37,22.74,loyal
INV100077,2024-03-24,C00396,Spain,P0074,Beauty Item 0074,Beauty,36,25.87,931.32,champion
INV100077,2024-03-24,C00396,Spain,P0292,Beauty Item 0292,Beauty,20,5.33,106.6,champion
INV100077,2024-03-24,C00396,Spain,P0211,Garden Item 0211,Garden,27,9.08,245.16,champion
INV100077,2024-03-24,C00396,Spain,P0106,Garden Item 0106,Garden,21,8.62,181.02,champion
INV100077,2024-03-24,C00396,Spain,P0171,Garden Item 0171,Garden,20,5.68,113.6,champion
INV100077,2024-03-24,C00396,Spain,P0291,Sports Item 0291,Sports,29,20.73,601.17,champion
INV100077,2024-03-24,C00396,Spain,P0062,Stationery Item 0062,Stationery,35,29.16,1020.6,champion
INV100077,2024-03-24,C00396,Spain,P0087,Home Item 0087,Home & Kitchen,26,8.25,214.5,champion
INV100077,2024-03-24,C00396,Spain,P0129,Sports Item 0129,Sports,18,6.31,113.58,champion
INV100077,2024-03-24,C00396,Spain,P0024,Sports Item 0024,Sports,21,8.21,172.41,champion
INV100077,2024-03-24,C00396,Spain,P0075,Home Item 0075,Home & Kitchen,19,4.23,80.37,champion
INV100077,2024-03-24,C00396,Spain,P0108,Garden Item 0108,Garden,37,11.47,424.39,champion
INV100077,2024-03-24,C00396,Spain,P0001,Sports Item 0001,Sports,22,18.63,409.86,champion
INV100077,2024-03-24,C00396,Spain,P0018,Beauty Item 0018,Beauty,24,17.89,429.36,champion
INV100077,2024-03-24,C00396,Spain,P0239,Apparel Item 0239,Apparel,16,3.05,48.8,champion
INV100077,2024-03-24,C00396,Spain,P0285,Toys Item 0285,Toys,26,5.38,139.88,champion
INV100077,2024-03-24,C00396,Spain,P0044,Apparel Item 0044,Apparel,37,12.11,448.07,champion
INV100077,2024-03-24,C00396,Spain,P0277,Beauty Item 0277,Beauty,25,17.06,426.5,champion
INV100077,2024-03-24,C00396,Spain,P0039,Home Item 0039,Home & Kitchen,31,13.44,416.64,champion
INV100077,2024-03-24,C00396,Spain,P0228,Toys Item 0228,Toys,19,18.2,345.8,champion
INV100077,2024-03-24,C00396,Spain,P0135,Beauty Item 0135,Beauty,18,15.57,280.26,champion
INV100077,2024-03-24,C00396,Spain,P0115,Home Item 0115,Home & Kitchen,33,18.49,610.17,champion
INV100077,2024-03-24,C00396,Spain,P0048,Apparel Item 0048,Apparel,16,11.65,186.4,champion
INV100077,2024-03-24,C00396,Spain,P0038,Beauty Item 0038,Beauty,26,3.92,101.92,champion
INV100077,2024-03-24,C00396,Spain,P0201,Electronics Item 0201,Electronics Accessories,22,2.66,58.52,champion
INV100077,2024-03-24,C00396,Spain,P0065,Stationery Item 0065,Stationery,15,34.84,522.6,champion
INV100077,2024-03-24,C00396,Spain,P0215,Stationery Item 0215,Stationery,28,13.89,388.92,champion
INV100077,2024-03-24,C00396,Spain,P0128,Stationery Item 0128,Stationery,39,8.43,328.77,champion
INV100077,2024-03-24,C00396,Spain,P0067,Sports Item 0067,Sports,16,13.31,212.96,champion
INV100077,2024-03-24,C00396,Spain,P0161,Home Item 0161,Home & Kitchen,35,6.27,219.45,champion
INV100077,2024-03-24,C00396,Spain,P0105,Beauty Item 0105,Beauty,28,9.45,264.6,champion
INV100077,2024-03-24,C00396,Spain,P0153,Home Item 0153,Home & Kitchen,33,2.36,77.88,champion
INV100077,2024-03-24,C00396,Spain,P0086,Toys Item 0086,Toys,17,14.2,241.4,champion
INV100077,2024-03-24,C00396,Spain,P0112,Apparel Item 0112,Apparel,36,13.32,479.52,champion
INV100077,2024-03-24,C00396,Spain,P0289,Home Item 0289,Home & Kitchen,15,3.26,48.9,champion
INV100077,2024-03-24,C00396,Spain,P0094,Apparel Item 0094,Apparel,37,12.74,471.38,champion
INV100077,2024-03-24,C00396,Spain,P0243,Toys Item 0243,Toys,31,6.64,205.84,champion
INV100077,2024-03-24,C00396,Spain,P0030,Toys Item 0030,Toys,23,7.69,176.87,champion
INV100077,2024-03-24,C00396,Spain,P0247,Home Item 0247,Home & Kitchen,15,13.83,207.45,champion
INV100077,2024-03-24,C00396,Spain,P0156,Beauty Item 0156,Beauty,30,5.87,176.1,champion
INV100077,2024-03-24,C00396,Spain,P0109,Apparel Item 0109,Apparel,17,10.73,182.41,champion
INV100077,2024-03-24,C00396,Spain,P0200,Garden Item 0200,Garden,30,8.36,250.8,champion
INV100077,2024-03-24,C00396,Spain,P0183,Beauty Item 0183,Beauty,34,13.0,442.0,champion
INV100726,2024-03-24,C00487,United Kingdom,P0084,Toys Item 0084,Toys,2,9.13,18.26,champion
INV100931,2024-03-24,C00035,United Kingdom,P0026,Sports Item 0026,Sports,4,9.03,36.12,regular
INV100931,2024-03-24,C00035,United Kingdom,P0252,Sports Item 0252,Sports,5,8.64,43.2,regular
INV101127,2024-03-24,C00145,Spain,P0090,Garden Item 0090,Garden,5,12.93,64.65,loyal
INV101127,2024-03-24,C00145,Spain,P0151,Toys Item 0151,Toys,2,19.71,39.42,loyal
INV100016,2024-03-25,C00091,Germany,P0012,Beauty Item 0012,Beauty,4,8.67,34.68,champion
INV100016,2024-03-25,C00091,Germany,P0166,Electronics Item 0166,Electronics Accessories,3,7.11,21.33,champion
INV100016,2024-03-25,C00091,Germany,P0261,Stationery Item 0261,Stationery,2,4.53,9.06,champion
INV100016,2024-03-25,C00091,Germany,P0011,Stationery Item 0011,Stationery,3,15.05,45.15,champion
INV100016,2024-03-25,C00091,Germany,P0071,Beauty Item 0071,Beauty,1,12.79,12.79,champion
INV100016,2024-03-25,C00091,Germany,P0284,Apparel Item 0284,Apparel,1,22.03,22.03,champion
INV100016,2024-03-25,C00091,Germany,P0100,Electronics Item 0100,Electronics Accessories,3,5.18,15.54,champion
INV100016,2024-03-25,C00091,Germany,P0146,Garden Item 0146,Garden,5,10.36,51.8,champion
INV100016,2024-03-25,C00091,Germany,P0036,Toys Item 0036,Toys,3,10.76,32.28,champion
INV100016,2024-03-25,C00091,Germany,P0217,Electronics Item 0217,Electronics Accessories,4,2.06,8.24,champion
INV100016,2024-03-25,C00091,Germany,P0164,Home Item 0164,Home & Kitchen,1,19.4,19.4,champion
INV100016,2024-03-25,C00091,Germany,P0124,Toys Item 0124,Toys,3,5.36,16.08,champion
INV100284,2024-03-25,C00282,Ireland,P0226,Sports Item 0226,Sports,3,6.07,18.21,regular
INV100284,2024-03-25,C00282,Ireland,P0082,Home Item 0082,Home & Kitchen,4,2.54,10.16,regular
INV100284,2024-03-25,C00282,Ireland,P0288,Stationery Item 0288,Stationery,1,9.96,9.96,regular
INV100284,2024-03-25,C00282,Ireland,P0129,Sports Item 0129,Sports,2,7.01,14.02,regular
INV100284,2024-03-25,C00282,Ireland,P0245,Beauty Item 0245,Beauty,4,3.3,13.2,regular
INV100288,2024-03-25,C00279,United Kingdom,P0153,Home Item 0153,Home & Kitchen,4,2.62,10.48,loyal
INV100288,2024-03-25,C00279,United Kingdom,P0211,Garden Item 0211,Garden,3,10.09,30.27,loyal
INV100288,2024-03-25,C00279,United Kingdom,P0243,Toys Item 0243,Toys,4,7.38,29.52,loyal
INV100288,2024-03-25,C00279,United Kingdom,P0137,Beauty Item 0137,Beauty,4,7.15,28.6,loyal
INV100886,2024-03-25,C00012,Netherlands,P0118,Apparel Item 0118,Apparel,2,9.67,19.34,loyal
INV101020,2024-03-25,C00250,Ireland,P0268,Beauty Item 0268,Beauty,22,9.79,215.38,regular
INV101020,2024-03-25,C00250,Ireland,P0204,Apparel Item 0204,Apparel,38,39.97,1518.86,regular
INV101020,2024-03-25,C00250,Ireland,P0177,Apparel Item 0177,Apparel,24,7.12,170.88,regular
INV101020,2024-03-25,C00250,Ireland,P0063,Apparel Item 0063,Apparel,24,19.09,458.16,regular
INV101020,2024-03-25,C00250,Ireland,P0062,Stationery Item 0062,Stationery,25,29.16,729.0,regular
INV101020,2024-03-25,C00250,Ireland,P0032,Toys Item 0032,Toys,37,6.48,239.76,regular
INV101020,2024-03-25,C00250,Ireland,P0046,Toys Item 0046,Toys,38,12.07,458.66,regular
INV101020,2024-03-25,C00250,Ireland,P0221,Sports Item 0221,Sports,25,16.24,406.0,regular
INV101020,2024-03-25,C00250,Ireland,P0095,Sports Item 0095,Sports,39,6.17,240.63,regular
INV101020,2024-03-25,C00250,Ireland,P0266,Beauty Item 0266,Beauty,33,8.28,273.24,regular
INV101020,2024-03-25,C00250,Ireland,P0037,Toys Item 0037,Toys,36,9.81,353.16,regular
INV101020,2024-03-25,C00250,Ireland,P0115,Home Item 0115,Home & Kitchen,37,18.49,684.13,regular
INV101020,2024-03-25,C00250,Ireland,P0248,Apparel Item 0248,Apparel,23,16.3,374.9,regular
INV101020,2024-03-25,C00250,Ireland,P0222,Beauty Item 0222,Beauty,28,14.81,414.68,regular
INV101020,2024-03-25,C00250,Ireland,P0164,Home Item 0164,Home & Kitchen,22,17.46,384.12,regular
INV101020,2024-03-25,C00250,Ireland,P0102,Toys Item 0102,Toys,22,12.95,284.9,regular
INV101020,2024-03-25,C00250,Ireland,P0215,Stationery Item 0215,Stationery,26,13.89,361.14,regular
INV101020,2024-03-25,C00250,Ireland,P0138,Stationery Item 0138,Stationery,16,21.04,336.64,regular
INV101020,2024-03-25,C00250,Ireland,P0128,Stationery Item 0128,Stationery,20,8.43,168.6,regular
INV101020,2024-03-25,C00250,Ireland,P0175,Garden Item 0175,Garden,35,14.09,493.15,regular
INV101020,2024-03-25,C00250,Ireland,P0067,Sports Item 0067,Sports,19,13.31,252.89,regular
INV101020,2024-03-25,C00250,Ireland,P0153,Home Item 0153,Home & Kitchen,30,2.36,70.8,regular
INV101020,2024-03-25,C00250,Ireland,P0003,Beauty Item 0003,Beauty,34,10.23,347.82,regular
INV101020,2024-03-25,C00250,Ireland,P0109,Apparel Item 0109,Apparel,21,10.73,225.33,regular
INV101020,2024-03-25,C00250,Ireland,P0111,Sports Item 0111,Sports,26,47.67,1239.42,regular
INV101020,2024-03-25,C00250,Ireland,P0183,Beauty Item 0183,Beauty,36,13.0,468.0,regular
INV101020,2024-03-25,C00250,Ireland,P0066,Toys Item 0066,Toys,35,5.41,189.35,regular
INV101280,2024-03-25,C00071,Netherlands,P0021,Sports Item 0021,Sports,2,9.22,18.44,champion
INV101280,2024-03-25,C00071,Netherlands,P0008,Stationery Item 0008,Stationery,2,7.1,14.2,champion
INV101280,2024-03-25,C00071,Netherlands,P0138,Stationery Item 0138,Stationery,1,23.38,23.38,champion
INV101280,2024-03-25,C00071,Netherlands,P0234,Beauty Item 0234,Beauty,3,14.59,43.77,champion
INV101280,2024-03-25,C00071,Netherlands,P0261,Stationery Item 0261,Stationery,5,4.53,22.65,champion
INV101280,2024-03-25,C00071,Netherlands,P0238,Beauty Item 0238,Beauty,2,13.56,27.12,champion
INV101280,2024-03-25,C00071,Netherlands,P0013,Apparel Item 0013,Apparel,5,6.43,32.15,champion
INV101280,2024-03-25,C00071,Netherlands,P0109,Apparel Item 0109,Apparel,4,11.92,47.68,champion
INV101280,2024-03-25,C00071,Netherlands,P0129,Sports Item 0129,Sports,2,7.01,14.02,champion
INV101280,2024-03-25,C00071,Netherlands,P0038,Beauty Item 0038,Beauty,4,4.36,17.44,champion
INV101280,2024-03-25,C00071,Netherlands,P0193,Apparel Item 0193,Apparel,2,22.21,44.42,champion
INV101280,2024-03-25,C00071,Netherlands,P0145,Electronics Item 0145,Electronics Accessories,2,13.74,27.48,champion
INV101280,2024-03-25,C00071,Netherlands,P0041,Electronics Item 0041,Electronics Accessories,2,18.37,36.74,champion
INV101280,2024-03-25,C00071,Netherlands,P0009,Sports Item 0009,Sports,1,10.35,10.35,champion
INV101280,2024-03-25,C00071,Netherlands,P0286,Toys Item 0286,Toys,4,17.4,69.6,champion
INV100117,2024-03-26,C00289,Spain,P0096,Toys Item 0096,Toys,3,10.29,30.87,loyal
INV100117,2024-03-26,C00289,Spain,P0228,Toys Item 0228,Toys,2,20.22,40.44,loyal
INV100988,2024-03-26,C00155,Ireland,P0138,Stationery Item 0138,Stationery,1,23.38,23.38,regular
INV100988,2024-03-26,C00155,Ireland,P0096,Toys Item 0096,Toys,4,10.29,41.16,regular
INV100988,2024-03-26,C00155,Ireland,P0043,Electronics Item 0043,Electronics Accessories,2,19.52,39.04,regular
INV100991,2024-03-26,C00234,Germany,P0185,Home Item 0185,Home & Kitchen,2,22.37,44.74,loyal
INV101142,2024-03-26,C00077,Ireland,P0102,Toys Item 0102,Toys,2,14.39,28.78,loyal
INV101142,2024-03-26,C00077,Ireland,P0107,Home Item 0107,Home & Kitchen,1,7.79,7.79,loyal
INV101142,2024-03-26,C00077,Ireland,P0043,Electronics Item 0043,Electronics Accessories,4,19.52,78.08,loyal
INV101142,2024-03-26,C00077,Ireland,P0289,Home Item 0289,Home & Kitchen,5,3.62,18.1,loyal
INV101142,2024-03-26,C00077,Ireland,P0259,Apparel Item 0259,Apparel,5,12.89,64.45,loyal
INV101212,2024-03-26,C00463,Spain,P0284,Apparel Item 0284,Apparel,1,22.03,22.03,loyal
INV100309,2024-03-27,C00372,Germany,P0174,Apparel Item 0174,Apparel,1,14.86,14.86,loyal
INV100309,2024-03-27,C00372,Germany,P0181,Beauty Item 0181,Beauty,1,22.25,22.25,loyal
INV100684,2024-03-27,C00204,Netherlands,P0278,Toys Item 0278,Toys,2,8.56,17.12,regular
INV100684,2024-03-27,C00204,Netherlands,P0158,Garden Item 0158,Garden,5,8.27,41.35,regular
INV100684,2024-03-27,C00204,Netherlands,P0014,Sports Item 0014,Sports,5,10.64,53.2,regular
INV100684,2024-03-27,C00204,Netherlands,P0058,Garden Item 0058,Garden,3,7.47,22.41,regular
INV100936,2024-03-27,C00363,United Kingdom,P0082,Home Item 0082,Home & Kitchen,2,2.54,5.08,regular
INV100936,2024-03-27,C00363,United Kingdom,P0007,Stationery Item 0007,Stationery,1,19.96,19.96,regular
INV100936,2024-03-27,C00363,United Kingdom,P0060,Garden Item 0060,Garden,2,5.43,10.86,regular
INV101181,2024-03-27,C00430,France,P0148,Apparel Item 0148,Apparel,1,27.92,27.92,regular
INV101181,2024-03-27,C00430,France,P0158,Garden Item 0158,Garden,1,8.27,8.27,regular
INV101210,2024-03-27,C00223,Spain,P0233,Apparel Item 0233,Apparel,2,25.83,51.66,regular
INV101256,2024-03-27,C00379,United Kingdom,P0229,Stationery Item 0229,Stationery,1,10.31,10.31,champion
INV101256,2024-03-27,C00379,United Kingdom,P0178,Garden Item 0178,Garden,1,15.19,15.19,champion
INV101256,2024-03-27,C00379,United Kingdom,P0151,Toys Item 0151,Toys,1,19.71,19.71,champion
INV101256,2024-03-27,C00379,United Kingdom,P0158,Garden Item 0158,Garden,3,8.27,24.81,champion
INV101256,2024-03-27,C00379,United Kingdom,P0191,Stationery Item 0191,Stationery,3,8.67,26.01,champion
INV101256,2024-03-27,C00379,United Kingdom,P0141,Sports Item 0141,Sports,2,16.81,33.62,champion
INV101256,2024-03-27,C00379,United Kingdom,P0046,Toys Item 0046,Toys,1,13.41,13.41,champion
INV101307,2024-03-27,C00238,United Kingdom,P0289,Home Item 0289,Home & Kitchen,2,3.62,7.24,regular
INV101307,2024-03-27,C00238,United Kingdom,P0070,Beauty Item 0070,Beauty,2,12.9,25.8,regular
INV101496,2024-03-27,C00307,Spain,P0201,Electronics Item 0201,Electronics Accessories,2,2.96,5.92,loyal
INV101496,2024-03-27,C00307,Spain,P0213,Toys Item 0213,Toys,1,13.64,13.64,loyal
INV101496,2024-03-27,C00307,Spain,P0184,Stationery Item 0184,Stationery,2,12.05,24.1,loyal
INV101496,2024-03-27,C00307,Spain,P0112,Apparel Item 0112,Apparel,1,14.8,14.8,loyal
INV101496,2024-03-27,C00307,Spain,P0022,Garden Item 0022,Garden,3,9.52,28.56,loyal
INV100554,2024-03-28,C00159,United Kingdom,P0232,Stationery Item 0232,Stationery,1,13.04,13.04,regular
INV100554,2024-03-28,C00159,United Kingdom,P0025,Garden Item 0025,Garden,3,16.76,50.28,regular
INV100554,2024-03-28,C00159,United Kingdom,P0138,Stationery Item 0138,Stationery,2,23.38,46.76,regular
INV100554,2024-03-28,C00159,United Kingdom,P0219,Stationery Item 0219,Stationery,4,10.17,40.68,regular
INV100554,2024-03-28,C00159,United Kingdom,P0066,Toys Item 0066,Toys,1,6.01,6.01,regular
INV100554,2024-03-28,C00159,United Kingdom,P0246,Electronics Item 0246,Electronics Accessories,4,13.44,53.76,regular
INV101150,2024-03-28,C00327,Spain,P0025,Garden Item 0025,Garden,3,16.76,50.28,champion
INV101150,2024-03-28,C00327,Spain,P0095,Sports Item 0095,Sports,3,6.85,20.55,champion
INV101150,2024-03-28,C00327,Spain,P0011,Stationery Item 0011,Stationery,2,15.05,30.1,champion
INV101150,2024-03-28,C00327,Spain,P0107,Home Item 0107,Home & Kitchen,3,7.79,23.37,champion
