invoice_id,customer_id,invoice_date,n_lines,total_quantity,invoice_value,avg_unit_qty,anomaly_score,is_anomaly
INV100333,C00329,2024-01-20,4,11,190.38,2.75,-0.3946430865510117,False
INV100334,C00144,2024-06-24,4,9,158.92000000000002,2.25,-0.4059932876736683,False
INV100335,C00365,2024-04-18,7,25,300.52,3.5714285714285716,-0.4339748323131854,False
INV100336,C00477,2024-11-14,14,34,514.79,2.4285714285714284,-0.5759140753074949,False
INV100337,C00337,2024-08-26,7,17,282.95,2.4285714285714284,-0.44643861773815374,False
INV100338,C00262,2024-09-14,1,5,31.65,5.0,-0.4853341218114333,False
INV100339,C00134,2024-06-09,4,10,119.61,2.5,-0.39386887059378056,False
INV100340,C00098,2024-05-02,9,29,368.8,3.2222222222222223,-0.4536191536278558,False
INV100341,C00023,2024-03-16,7,23,184.14,3.2857142857142856,-0.44439316710538657,False
INV100342,C00365,2024-07-18,4,16,215.47,4.0,-0.422236514295081,False
INV100343,C00291,2024-09-11,5,16,298.09,3.2,-0.4255299231671665,False
INV100344,C00227,2024-06-22,4,10,119.16,2.5,-0.39298030557252533,False
INV100345,C00162,2024-05-22,6,24,474.63,4.0,-0.5093878730067427,False
INV100346,C00063,2024-05-05,1,4,41.44,4.0,-0.4428171848347233,False
INV100347,C00167,2024-10-30,5,16,279.73,3.2,-0.4202439076728926,False
INV100348,C00453,2024-06-18,7,21,373.87,3.0,-0.4336860154525674,False
INV100349,C00404,2024-06-22,1,1,15.71,1.0,-0.4886887755713422,False
INV100350,C00381,2024-02-11,4,13,150.84,3.25,-0.38702690297210307,False
INV100351,C00298,2024-06-17,5,12,109.69999999999999,2.4,-0.4184971711145687,False
INV100352,C00496,2024-09-07,3,5,63.6,1.6666666666666667,-0.4539245750251667,False
INV100353,C00462,2024-05-29,1,4,72.16,4.0,-0.45040814381474287,False
INV100354,C00330,2024-05-29,4,12,331.68,3.0,-0.43696968955602195,False
INV100355,C00001,2024-05-13,8,20,438.28000000000003,2.5,-0.47894845163785976,False
INV100356,C00404,2024-08-25,8,31,412.01,3.875,-0.5001975092319361,False
INV100357,C00295,2024-11-22,13,37,451.08,2.8461538461538463,-0.527775735957328,False
INV100358,C00130,2024-04-13,3,10,66.83,3.3333333333333335,-0.40940854530733967,False
INV100359,C00147,2024-09-14,12,37,587.91,3.0833333333333335,-0.5314185486315985,False
INV100360,C00127,2024-01-02,3,15,187.0,5.0,-0.5107410157541342,False
INV100361,C00410,2024-10-19,9,29,487.46999999999997,3.2222222222222223,-0.4717351542674603,False
INV100362,C00382,2024-11-29,4,14,301.46000000000004,3.5,-0.4267776957045468,False
INV100363,C00001,2024-10-29,8,23,553.4,2.875,-0.4934377201265366,False
INV100364,C00396,2024-11-04,8,21,302.42,2.625,-0.4379787944318923,False
INV100365,C00460,2024-04-02,4,11,105.88999999999999,2.75,-0.3904746026783826,False
INV100366,C00295,2024-04-09,4,11,111.71000000000001,2.75,-0.3903892277260711,False
INV100367,C00342,2024-10-30,2,7,304.77000000000004,3.5,-0.4779524046975077,False
INV100368,C00391,2024-03-01,4,13,149.33,3.25,-0.3865089445325258,False
INV100369,C00119,2024-06-16,1,3,15.54,3.0,-0.4352641786322001,False
INV100370,C00229,2024-09-29,7,21,329.96000000000004,3.0,-0.4194143149563894,False
INV100371,C00125,2024-07-11,4,14,199.65000000000003,3.5,-0.3960994484413938,False
INV100372,C00098,2024-09-12,4,17,144.06,4.25,-0.4558427845389149,False
INV100373,C00366,2024-04-30,4,10,110.58000000000001,2.5,-0.39508177359136204,False
INV100374,C00351,2024-04-11,3,10,109.8,3.3333333333333335,-0.4022683554768159,False
INV100375,C00227,2024-05-07,7,19,336.56,2.7142857142857144,-0.431510471218292,False
INV100376,C00382,2024-04-14,4,13,199.33,3.25,-0.39137527366221464,False
INV100377,C00294,2024-10-25,4,10,94.02000000000001,2.5,-0.39875260730277434,False
INV100378,C00091,2024-08-24,2,2,26.450000000000003,1.0,-0.4971848372296275,False
INV100379,C00396,2024-08-20,4,13,190.96,3.25,-0.390427835967523,False
INV100380,C00271,2024-09-07,4,15,199.2,3.75,-0.40203461596640555,False
INV100381,C00477,2024-03-05,7,23,506.77,3.2857142857142856,-0.47366780999739644,False
INV100382,C00291,2024-08-09,1,2,37.3,2.0,-0.4387267523578425,False
INV100383,C00145,2024-07-29,3,10,120.58,3.3333333333333335,-0.39915992364222674,False
INV100384,C00352,2024-07-10,4,13,134.43,3.25,-0.38740921023986047,False
INV100385,C00125,2024-08-12,5,12,149.64,2.4,-0.4153611075345854,False
INV100386,C00397,2024-05-18,13,41,785.05,3.1538461538461537,-0.5931292602654725,False
INV100387,C00479,2024-03-01,7,25,304.71999999999997,3.5714285714285716,-0.4341216678648306,False
INV100388,C00301,2024-01-21,1,5,50.45,5.0,-0.47552468930335007,False
INV100389,C00214,2024-04-07,9,26,363.63,2.888888888888889,-0.44328730351320583,False
INV100390,C00446,2024-05-30,4,12,234.21,3.0,-0.39944389655069834,False
INV100391,C00226,2024-05-30,6,12,159.89,2.0,-0.46852010013253437,False
INV100392,C00031,2024-08-26,1,3,45.78,3.0,-0.4190757402778982,False
INV100393,C00468,2024-11-21,1,2,40.44,2.0,-0.4388268510678914,False
INV100394,C00427,2024-05-02,5,17,200.88,3.4,-0.4099328868599088,False
INV100395,C00471,2024-04-19,9,31,387.62,3.4444444444444446,-0.46861288037564514,False
INV100396,C00418,2024-02-11,7,27,317.84000000000003,3.857142857142857,-0.46768656584450363,False
INV100397,C00198,2024-09-25,4,12,241.05,3.0,-0.4020052670196135,False
INV100398,C00199,2024-06-05,11,37,480.01,3.3636363636363638,-0.5163079447795651,False
INV100399,C00214,2024-08-04,4,13,118.93,3.25,-0.3912086392829202,False
INV100400,C00463,2024-06-27,4,13,221.07999999999998,3.25,-0.39903508750235045,False
INV100401,C00343,2024-01-21,5,15,142.76999999999998,3.0,-0.4022389722098608,False
INV100402,C00352,2024-11-18,3,10,170.61,3.3333333333333335,-0.4039459239698519,False
INV100403,C00172,2024-01-20,2,9,72.25,4.5,-0.4490087987212285,False
INV100404,C00158,2024-10-18,1,3,58.56,3.0,-0.4255631486905788,False
INV100405,C00461,2024-07-27,1,4,69.2,4.0,-0.44896676043261396,False
INV100406,C00207,2024-03-31,1,4,80.88,4.0,-0.4527658443771373,False
INV100407,C00056,2024-09-19,1,2,55.32,2.0,-0.444485905368293,False
INV100408,C00101,2024-08-28,1,3,21.3,3.0,-0.4293402084296761,False
INV100409,C00030,2024-09-16,3,6,62.41,2.0,-0.42463236632300233,False
INV100410,C00350,2024-03-22,4,4,66.49,1.0,-0.5148482828918486,False
INV100411,C00456,2024-05-13,11,32,553.23,2.909090909090909,-0.5190641964801014,False
INV100412,C00373,2024-05-06,3,8,58.25,2.6666666666666665,-0.4112572603059987,False
INV100413,C00214,2024-08-16,2,7,121.53999999999999,3.5,-0.40415773079795864,False
INV100414,C00387,2024-04-28,14,39,378.02,2.7857142857142856,-0.559192107592761,False
INV100415,C00014,2024-07-10,5,13,118.93,2.6,-0.4120035062166434,False
INV100416,C00052,2024-03-10,4,13,174.77,3.25,-0.3882122861342444,False
INV100417,C00336,2024-07-24,5,12,95.92,2.4,-0.4238930908289713,False
INV100418,C00226,2024-07-29,8,18,238.02,2.25,-0.45976066434191387,False
INV100419,C00010,2024-03-08,2,8,105.30000000000001,4.0,-0.40894190483980347,False
INV100420,C00143,2024-11-21,7,26,413.76,3.7142857142857144,-0.4676460574574888,False
INV100421,C00129,2024-10-22,4,7,80.44,1.75,-0.44536225174433136,False
INV100422,C00484,2024-11-01,5,17,204.78,3.4,-0.4106281362664342,False
INV100423,C00121,2024-06-07,6,16,184.16,2.6666666666666665,-0.428887245310643,False
INV100424,C00179,2024-09-29,1,5,102.7,5.0,-0.491554664222323,False
INV100425,C00228,2024-11-05,3,11,125.96,3.6666666666666665,-0.4066485738904372,False
INV100426,C00111,2024-06-06,1,1,11.3,1.0,-0.4895155556334044,False
INV100427,C00327,2024-11-24,9,24,423.45,2.6666666666666665,-0.46332054193127814,False
INV100428,C00271,2024-05-31,4,12,184.14,3.0,-0.3828650067580513,False
INV100429,C00487,2024-05-17,7,20,334.05,2.857142857142857,-0.426083148268353,False
INV100430,C00172,2024-05-14,6,15,213.65,2.5,-0.43525281688097195,False
INV100431,C00418,2024-08-10,4,12,154.96,3.0,-0.3809171843362579,False
INV100432,C00239,2024-08-07,2,5,65.83,2.5,-0.4065629242115504,False
INV100433,C00001,2024-09-07,1,5,116.9,5.0,-0.4987395861140015,False
INV100434,C00247,2024-06-27,1,2,17.64,2.0,-0.43661204581004576,False
INV100435,C00270,2024-07-05,4,14,144.61,3.5,-0.39128783093077885,False
INV100436,C00434,2024-03-09,3,5,40.809999999999995,1.6666666666666667,-0.4603168404157096,False
INV100437,C00303,2024-02-13,4,12,129.67000000000002,3.0,-0.3807080591019033,False
INV100438,C00090,2024-10-19,3,9,161.86,3.0,-0.3962621235957146,False
INV100439,C00162,2024-02-11,7,20,233.8,2.857142857142857,-0.4209562866151936,False
INV100440,C00446,2024-03-10,14,31,431.28,2.2142857142857144,-0.5719455035074151,False
INV100441,C00300,2024-02-12,1,4,30.64,4.0,-0.4489571160673838,False
INV100442,C00446,2024-12-19,7,16,190.86,2.2857142857142856,-0.4545276660385716,False
INV100443,C00149,2024-06-20,2,5,92.72,2.5,-0.41266659701460967,False
INV100444,C00023,2024-04-14,9,33,316.12,3.6666666666666665,-0.4964803022987728,False
INV100445,C00116,2024-01-29,3,11,122.72,3.6666666666666665,-0.40664997593083174,False
INV100446,C00003,2024-06-04,4,17,196.85,4.25,-0.4541443425265557,False
INV100447,C00220,2024-06-28,4,8,122.5,2.0,-0.4236361772325173,False
INV100448,C00163,2024-05-08,1,4,34.68,4.0,-0.44630862940732596,False
INV100449,C00120,2024-10-26,4,17,325.71,4.25,-0.47704040341095927,False
INV100450,C00147,2024-08-31,15,43,912.72,2.8666666666666667,-0.6408402649992454,True
INV100451,C00019,2024-09-27,8,23,308.39,2.875,-0.42848501396689237,False
INV100452,C00199,2024-11-23,5,11,103.05000000000001,2.2,-0.43282159437318196,False
INV100453,C00203,2024-09-04,6,13,116.24000000000001,2.1666666666666665,-0.45918089516335947,False
INV100454,C00347,2024-02-18,4,11,109.44,2.75,-0.3903892277260711,False
INV100455,C00103,2024-06-22,5,13,113.1,2.6,-0.41297996984663427,False
INV100456,C00153,2024-11-03,5,13,109.97,2.6,-0.4156088914785135,False
INV100457,C00286,2024-01-27,2,2,80.53,1.0,-0.5106720693028939,False
INV100458,C00211,2024-12-01,2,6,85.18,3.0,-0.3930423248213175,False
INV100459,C00347,2024-03-22,1,2,21.8,2.0,-0.43487897276269344,False
INV100460,C00172,2024-04-03,1,2,31.56,2.0,-0.4363216893436296,False
INV100461,C00202,2024-07-09,3,7,71.17999999999999,2.3333333333333335,-0.4111975997826269,False
INV100462,C00014,2024-12-08,2,5,78.57000000000001,2.5,-0.41027355398817067,False
INV100463,C00489,2024-10-29,5,12,107.42,2.4,-0.4183090969256041,False
INV100464,C00078,2024-12-30,6,25,386.7,4.166666666666667,-0.5058832767883873,False
INV100465,C00078,2024-01-03,1,5,69.25,5.0,-0.4721205590226498,False
INV100466,C00499,2024-07-02,5,14,479.86,2.8,-0.4952063807133466,False
INV100467,C00124,2024-09-13,4,9,129.88,2.25,-0.4015834613047944,False
INV100468,C00197,2024-08-18,4,11,68.56,2.75,-0.3984014835215739,False
INV100469,C00463,2024-08-19,1,2,17.78,2.0,-0.43615493032400154,False
INV100470,C00465,2024-12-29,4,7,85.89,1.75,-0.44674637007346,False
INV100471,C00047,2024-09-23,7,22,273.72,3.142857142857143,-0.42209483135045867,False
INV100472,C00470,2024-07-29,4,12,166.27,3.0,-0.3809900514483763,False
INV100473,C00023,2024-03-29,12,37,465.42,3.0833333333333335,-0.5125101503616818,False
INV100474,C00333,2024-11-13,10,23,258.95,2.3,-0.49225776682901556,False
INV100475,C00211,2024-11-30,4,9,89.14,2.25,-0.40529664901769963,False
INV100476,C00285,2024-11-19,5,13,201.74,2.6,-0.41476533926789083,False
INV100477,C00435,2024-07-28,2,5,82.72,2.5,-0.41035901452070517,False
INV100478,C00307,2024-08-22,5,11,125.33,2.2,-0.4324426198744218,False
INV100479,C00473,2024-06-08,3,12,64.78999999999999,4.0,-0.4358137772840921,False
INV100480,C00271,2024-07-14,4,14,369.97,3.5,-0.4570298486316657,False
INV100481,C00280,2024-11-30,1,2,22.6,2.0,-0.4347067387986547,False
INV100482,C00277,2024-07-02,5,11,104.05,2.2,-0.43266901588427364,False
INV100483,C00487,2024-03-06,7,25,481.0,3.5714285714285716,-0.46485872653308086,False
INV100484,C00150,2024-06-14,1,5,63.75,5.0,-0.4731949823382441,False
INV100485,C00258,2024-04-28,7,18,252.56,2.5714285714285716,-0.4384717493569382,False
INV100486,C00267,2024-12-24,3,7,110.24000000000001,2.3333333333333335,-0.4133781662712005,False
INV100487,C00345,2024-08-31,37,993,12591.84,26.83783783783784,-0.8495425065926047,True
INV100488,C00360,2024-11-25,5,15,157.91,3.0,-0.39931160401407356,False
INV100489,C00451,2024-05-02,2,7,256.78,3.5,-0.46689010948555293,False
INV100490,C00345,2024-03-01,5,22,260.14,4.4,-0.49551624963692836,False
INV100491,C00135,2024-04-08,2,4,74.56,2.0,-0.42610470082319396,False
INV100492,C00290,2024-04-24,1,5,84.05,5.0,-0.4774234844178455,False
INV100493,C00438,2024-11-29,1,3,41.28,3.0,-0.42114586994050707,False
INV100494,C00193,2024-08-13,1,5,193.55,5.0,-0.5320981311413855,False
INV100495,C00136,2024-05-21,8,23,303.17,2.875,-0.43020679768312114,False
INV100496,C00123,2024-10-05,3,6,61.629999999999995,2.0,-0.42589040410971807,False
INV100497,C00337,2024-09-06,7,19,173.47,2.7142857142857144,-0.4353259795101582,False
INV100498,C00020,2024-12-15,7,21,315.25,3.0,-0.41826534776873286,False
INV100499,C00091,2024-09-01,7,15,155.45,2.142857142857143,-0.4659600311602679,False
INV100500,C00311,2024-05-28,1,1,10.64,1.0,-0.49112760798973004,False
INV100501,C00391,2024-09-25,2,5,65.36,2.5,-0.40697553899400407,False
INV100502,C00447,2024-11-26,2,8,234.42999999999998,4.0,-0.451196586547048,False
INV100503,C00263,2024-07-06,1,3,35.28,3.0,-0.4223128587128286,False
INV100504,C00235,2024-05-25,2,10,268.70000000000005,5.0,-0.5324635956188352,False
INV100505,C00196,2024-08-06,2,6,36.7,3.0,-0.4020721150259847,False
INV100506,C00264,2024-06-24,2,6,69.96,3.0,-0.3909074295067867,False
INV100507,C00081,2024-04-28,2,8,130.93,4.0,-0.408623997095357,False
INV100508,C00176,2024-10-06,5,19,267.73,3.8,-0.4313789424335569,False
INV100509,C00336,2024-04-01,4,15,171.98000000000002,3.75,-0.3997801990294241,False
INV100510,C00050,2024-06-07,3,9,135.63,3.0,-0.3935987075546029,False
INV100511,C00021,2024-07-03,4,9,84.02000000000001,2.25,-0.4044881133347262,False
INV100512,C00364,2024-04-01,1,4,52.12,4.0,-0.4428094447252027,False
INV100513,C00119,2024-07-13,9,25,381.22,2.7777777777777777,-0.4483535834965051,False
INV100514,C00045,2024-08-26,3,10,142.6,3.3333333333333335,-0.40061525876628384,False
INV100515,C00478,2024-07-25,5,10,162.43,2.0,-0.4445033255936602,False
INV100516,C00372,2024-10-31,4,4,49.34,1.0,-0.5196622728165028,False
INV100517,C00469,2024-10-16,3,7,45.34,2.3333333333333335,-0.42218520718031605,False
INV100518,C00465,2024-07-19,9,27,218.63,3.0,-0.46624686071230736,False
INV100519,C00014,2024-09-13,1,2,22.72,2.0,-0.4347067387986547,False
INV100520,C00380,2024-08-30,1,5,85.5,5.0,-0.4818005547222879,False
INV100521,C00198,2024-09-28,8,24,218.02,3.0,-0.44584313155746,False
INV100522,C00422,2024-05-19,5,23,275.56,4.6,-0.5189277596287033,False
INV100523,C00140,2024-08-05,1,3,81.66,3.0,-0.4364483347182229,False
INV100524,C00004,2024-04-23,1,3,53.85,3.0,-0.4227120993067221,False
INV100525,C00041,2024-09-21,2,5,32.269999999999996,2.5,-0.42015210775323325,False
INV100526,C00242,2024-02-09,2,9,104.47999999999999,4.5,-0.4460725038740188,False
INV100527,C00067,2024-07-03,10,31,484.68,3.1,-0.48500502454635097,False
INV100528,C00418,2024-08-15,2,4,39.88,2.0,-0.42445801910054287,False
INV100529,C00338,2024-01-05,1,4,41.16,4.0,-0.44235457377953596,False
INV100530,C00293,2024-04-27,1,2,18.06,2.0,-0.4352007341606947,False
INV100531,C00047,2024-11-02,12,39,459.7,3.25,-0.5161280681355608,False
INV100532,C00381,2024-01-14,3,11,167.45999999999998,3.6666666666666665,-0.41035123904324156,False
INV100533,C00088,2024-01-25,3,7,117.46000000000001,2.3333333333333335,-0.4143786982337903,False
INV100534,C00467,2024-02-20,4,13,194.92,3.25,-0.3911863418853828,False
INV100535,C00213,2024-07-03,5,20,399.92,4.0,-0.4827786842757591,False
INV100536,C00220,2024-01-28,4,13,144.04,3.25,-0.3861550618794209,False
INV100537,C00381,2024-12-21,6,19,323.91,3.1666666666666665,-0.43147986327242177,False
INV100538,C00258,2024-01-12,2,6,35.599999999999994,3.0,-0.4032896874451583,False
INV100539,C00096,2024-03-17,1,1,14.63,1.0,-0.4873355820389601,False
INV100540,C00468,2024-05-23,1,5,69.05,5.0,-0.47251989561577823,False
INV100541,C00197,2024-02-22,5,21,281.63,4.2,-0.46763647207831743,False
INV100542,C00273,2024-11-09,5,15,203.22000000000003,3.0,-0.3991428821678549,False
INV100543,C00266,2024-06-07,7,19,173.26999999999998,2.7142857142857144,-0.4351787366170281,False
INV100544,C00409,2024-06-16,2,9,93.11,4.5,-0.44481667068646347,False
INV100545,C00129,2024-09-03,7,23,339.07,3.2857142857142856,-0.42477889372152655,False
INV100546,C00214,2024-05-13,7,23,338.18,3.2857142857142856,-0.42477889372152655,False
INV100547,C00038,2024-03-05,7,18,173.72,2.5714285714285716,-0.4436343775233038,False
INV100548,C00194,2024-06-25,5,11,124.34,2.2,-0.4325382878740353,False
INV100549,C00332,2024-04-22,4,15,146.82,3.75,-0.4003629174987395,False
INV100550,C00394,2024-11-22,3,10,147.52,3.3333333333333335,-0.39979227094941155,False
INV100551,C00078,2024-08-03,7,21,177.11999999999998,3.0,-0.43508534813439503,False
INV100552,C00369,2024-04-25,4,9,170.91,2.25,-0.4099516506846966,False
INV100553,C00271,2024-11-29,7,23,250.99,3.2857142857142856,-0.4262743700060014,False
INV100554,C00159,2024-03-28,6,15,210.53,2.5,-0.4354193711406264,False
INV100555,C00481,2024-10-11,5,17,153.7,3.4,-0.4172078985840685,False
INV100556,C00215,2024-11-28,2,4,66.94,2.0,-0.4213763019847437,False
INV100557,C00190,2024-11-30,7,23,428.57,3.2857142857142856,-0.44608780669980364,False
INV100558,C00480,2024-08-09,7,25,394.53999999999996,3.5714285714285716,-0.4484343640282186,False
INV100559,C00240,2024-09-05,1,5,58.8,5.0,-0.47417232742095505,False
INV100560,C00090,2024-11-11,5,22,337.07,4.4,-0.5054011581661291,False
INV100561,C00421,2024-11-22,1,4,28.8,4.0,-0.4496780763701337,False
INV100562,C00396,2024-04-12,7,25,346.78000000000003,3.5714285714285716,-0.43711590517688964,False
INV100563,C00317,2024-09-06,2,6,34.54,3.0,-0.40577439202386395,False
INV100564,C00491,2024-08-07,2,8,253.72,4.0,-0.4622292733957748,False
INV100565,C00231,2024-08-27,2,9,54.58,4.5,-0.4583109406275773,False
INV100566,C00263,2024-10-09,4,14,77.96000000000001,3.5,-0.41312712233866306,False
INV100567,C00092,2024-08-30,1,3,41.28,3.0,-0.42114586994050707,False
INV100568,C00406,2024-07-14,2,6,30.64,3.0,-0.4090916226844012,False
INV100569,C00243,2024-09-30,4,14,180.87,3.5,-0.39485617981411664,False
INV100570,C00281,2024-11-28,1,1,19.52,1.0,-0.5024545846212832,False
INV100571,C00028,2024-09-11,5,14,209.38,2.8,-0.4090965492986442,False
INV100572,C00176,2024-02-18,5,12,129.5,2.4,-0.4153948441968548,False
INV100573,C00170,2024-10-30,3,7,103.92,2.3333333333333335,-0.4124697068218825,False
INV100574,C00256,2024-05-13,5,14,150.95999999999998,2.8,-0.40515596026787243,False
INV100575,C00023,2024-02-14,9,27,221.42000000000002,3.0,-0.465347653455754,False
INV100576,C00144,2024-08-02,4,12,140.32999999999998,3.0,-0.38024216856395404,False
INV100577,C00120,2024-10-27,19,66,832.52,3.473684210526316,-0.7077296897531041,True
INV100578,C00478,2024-03-21,22,66,726.08,3.0,-0.6991365833771169,True
INV100579,C00431,2024-05-23,4,11,81.28,2.75,-0.39439186129114195,False
INV100580,C00333,2024-07-10,10,34,443.2,3.4,-0.5039667582908697,False
INV100581,C00438,2024-09-28,6,15,238.38,2.5,-0.4390079105117573,False
INV100582,C00211,2024-02-29,2,5,90.3,2.5,-0.41235439646697236,False
INV100583,C00111,2024-04-29,2,5,50.540000000000006,2.5,-0.4075102019486151,False
INV100584,C00477,2024-10-02,9,28,238.20000000000002,3.111111111111111,-0.46277800909245714,False
INV100585,C00345,2024-03-15,6,17,198.97,2.8333333333333335,-0.42570859985673876,False
INV100586,C00081,2024-03-29,2,5,143.26,2.5,-0.43796443550347786,False
INV100587,C00176,2024-10-17,5,12,195.26,2.4,-0.4215423210161141,False
INV100588,C00369,2024-05-21,1,1,8.37,1.0,-0.4976053075548574,False
INV100589,C00354,2024-02-25,1,5,27.05,5.0,-0.4909877504622612,False
INV100590,C00445,2024-02-29,4,16,215.01,4.0,-0.422236514295081,False
INV100591,C00294,2024-09-03,2,7,103.5,3.5,-0.40144091981232133,False
INV100592,C00031,2024-08-15,2,5,112.66999999999999,2.5,-0.42531443357486104,False
INV100593,C00315,2024-04-21,3,9,152.97,3.0,-0.3972546374389588,False
INV100594,C00411,2024-08-20,1,5,111.05,5.0,-0.4975415073258284,False
INV100595,C00447,2024-08-22,2,2,32.76,1.0,-0.4973062018951959,False
INV100596,C00123,2024-09-07,2,5,84.50999999999999,2.5,-0.4102025271470654,False
INV100597,C00220,2024-07-26,1,2,15.82,2.0,-0.4369210351188873,False
INV100598,C00416,2024-01-26,3,9,183.19,3.0,-0.4039954336031986,False
INV100599,C00176,2024-09-27,2,8,60.67,4.0,-0.41320071065656777,False
INV100600,C00350,2024-05-20,2,4,42.38,2.0,-0.4240429184175224,False
INV100601,C00202,2024-06-27,2,9,96.5,4.5,-0.4442888155367087,False
INV100602,C00217,2024-11-17,9,29,472.40000000000003,3.2222222222222223,-0.46667939678078985,False
INV100603,C00049,2024-09-30,2,9,56.480000000000004,4.5,-0.45849817714654195,False
INV100604,C00167,2024-11-06,5,16,264.76,3.2,-0.41540844444906777,False
INV100605,C00161,2024-03-16,1,2,28.26,2.0,-0.4350008352624544,False
INV100606,C00024,2024-06-26,4,12,164.52,3.0,-0.3810026599212646,False
INV100607,C00323,2024-07-16,4,9,153.13,2.25,-0.4049871295753309,False
INV100608,C00143,2024-08-03,4,12,155.09,3.0,-0.3809171843362579,False
INV100609,C00362,2024-07-22,5,14,135.91,2.8,-0.4054742163663882,False
INV100610,C00095,2024-04-24,16,43,541.99,2.6875,-0.6244442087662803,False
INV100611,C00403,2024-08-05,2,3,51.22,1.5,-0.45954860203366343,False
INV100612,C00112,2024-06-22,7,12,158.65,1.7142857142857142,-0.5099467977261699,False
INV100613,C00434,2024-10-24,2,10,82.75,5.0,-0.48418117086093265,False
INV100614,C00115,2024-10-14,2,8,100.57,4.0,-0.4072803946595382,False
INV100615,C00271,2024-09-23,9,26,324.4,2.888888888888889,-0.44042175698295427,False
INV100616,C00024,2024-02-26,2,7,84.67,3.5,-0.39798956191111917,False
INV100617,C00028,2024-12-01,5,15,267.02,3.0,-0.4162876570129775,False
INV100618,C00334,2024-07-30,5,12,309.38,2.4,-0.45660821348580094,False
INV100619,C00228,2024-06-13,4,11,227.31,2.75,-0.40684955513532733,False
INV100620,C00389,2024-01-31,2,5,49.57,2.5,-0.4071895300562744,False
INV100621,C00343,2024-06-19,4,11,118.85,2.75,-0.38717859617579703,False
INV100622,C00198,2024-11-14,7,21,218.26999999999998,3.0,-0.4260152262673482,False
INV100623,C00103,2024-01-22,2,4,41.43,2.0,-0.4240429184175224,False
INV100624,C00365,2024-11-18,7,21,400.49,3.0,-0.4401541542641422,False
INV100625,C00166,2024-11-30,5,14,223.57999999999998,2.8,-0.41107676852577296,False
INV100626,C00237,2024-11-30,4,13,216.57999999999998,3.25,-0.3951606015952558,False
INV100627,C00131,2024-10-17,1,5,32.6,5.0,-0.4845502388820258,False
INV100628,C00379,2024-12-21,8,31,419.64000000000004,3.875,-0.5011092396641641,False
INV100629,C00371,2024-07-22,2,7,150.76999999999998,3.5,-0.41592426143481326,False
INV100630,C00356,2024-01-18,3,8,120.05,2.6666666666666665,-0.4057747303707252,False
INV100631,C00206,2024-07-28,4,11,70.05,2.75,-0.3981040899672047,False
INV100632,C00294,2024-07-04,2,5,39.449999999999996,2.5,-0.4136416219582666,False
INV100633,C00112,2024-06-12,1,1,6.17,1.0,-0.509068218343312,False
INV100634,C00170,2024-06-29,3,6,49.17,2.0,-0.42855136662429927,False
INV100635,C00367,2024-05-22,4,16,182.07,4.0,-0.4184977899344746,False
INV100636,C00345,2024-12-12,10,26,266.33,2.6,-0.4764146607379736,False
INV100637,C00294,2024-11-15,2,10,131.2,5.0,-0.4890304187025377,False
INV100638,C00271,2024-07-03,2,4,39.0,2.0,-0.4244219251694902,False
INV100639,C00183,2024-03-17,5,14,148.44,2.8,-0.40513855480048716,False
INV100640,C00353,2024-06-19,1,1,14.13,1.0,-0.4876462787955967,False
INV100641,C00319,2024-04-27,4,9,85.07,2.25,-0.40464993486370443,False
INV100642,C00019,2024-08-07,1,2,6.78,2.0,-0.4601873779165551,False
INV100643,C00136,2024-08-09,13,46,758.19,3.5384615384615383,-0.6202784312957837,False
INV100644,C00373,2024-02-02,3,10,98.29,3.3333333333333335,-0.4036395058090624,False
INV100645,C00224,2024-08-11,8,27,368.0,3.375,-0.4469354534946871,False
INV100646,C00158,2024-12-02,4,8,59.09,2.0,-0.4309624788002842,False
INV100647,C00470,2024-10-03,6,19,226.26999999999998,3.1666666666666665,-0.4237406341192609,False
INV100648,C00086,2024-07-24,2,4,31.07,2.0,-0.42821399484282735,False
INV100649,C00024,2024-09-12,1,4,47.64,4.0,-0.4421344205990094,False
INV100650,C00317,2024-12-10,4,13,482.57000000000005,3.25,-0.48868718509573444,False
INV100651,C00293,2024-11-17,4,5,74.92,1.25,-0.4918786128176343,False
INV100652,C00463,2024-04-03,2,6,83.28,3.0,-0.39208377482793183,False
INV100653,C00159,2024-11-02,3,11,185.62,3.6666666666666665,-0.41384445220657073,False
INV100654,C00493,2024-06-16,7,18,208.56,2.5714285714285716,-0.4386318836983985,False
INV100655,C00440,2024-05-21,5,16,261.21000000000004,3.2,-0.41539354967159736,False
INV100656,C00151,2024-06-29,7,19,248.61,2.7142857142857144,-0.4222904126637233,False
INV100657,C00241,2024-07-15,4,9,144.36,2.25,-0.4022276876878859,False
INV100658,C00454,2024-04-16,4,7,91.81,1.75,-0.4476121443311592,False
INV100659,C00232,2024-11-19,5,17,296.23,3.4,-0.42795310069008824,False
INV100660,C00326,2024-11-13,1,4,54.96,4.0,-0.4441352526377124,False
INV100661,C00067,2024-12-17,2,7,47.83,3.5,-0.4073859244618053,False
INV100662,C00384,2024-08-05,4,15,197.48000000000002,3.75,-0.40265834159549146,False
INV100663,C00251,2024-08-04,5,17,148.76999999999998,3.4,-0.4165965978920884,False
INV100664,C00085,2024-04-12,5,16,225.18,3.2,-0.40639076573543786,False
INV100665,C00210,2024-07-30,1,4,41.24,4.0,-0.44235457377953596,False
