invoice_id,customer_id,invoice_date,n_lines,total_quantity,invoice_value,avg_unit_qty
INV100466,C00499,2024-07-02,5,14,479.86,2.8
INV100467,C00124,2024-09-13,4,9,129.88,2.25
INV100468,C00197,2024-08-18,4,11,68.56,2.75
INV100469,C00463,2024-08-19,1,2,17.78,2.0
INV100470,C00465,2024-12-29,4,7,85.89,1.75
INV100471,C00047,2024-09-23,7,22,273.72,3.142857142857143
INV100472,C00470,2024-07-29,4,12,166.27,3.0
INV100473,C00023,2024-03-29,12,37,465.42,3.0833333333333335
INV100474,C00333,2024-11-13,10,23,258.95,2.3
INV100475,C00211,2024-11-30,4,9,89.14,2.25
INV100476,C00285,2024-11-19,5,13,201.74,2.6
INV100477,C00435,2024-07-28,2,5,82.72,2.5
INV100478,C00307,2024-08-22,5,11,125.33,2.2
INV100479,C00473,2024-06-08,3,12,64.78999999999999,4.0
INV100480,C00271,2024-07-14,4,14,369.97,3.5
INV100481,C00280,2024-11-30,1,2,22.6,2.0
INV100482,C00277,2024-07-02,5,11,104.05,2.2
INV100483,C00487,2024-03-06,7,25,481.0,3.5714285714285716
INV100484,C00150,2024-06-14,1,5,63.75,5.0
INV100485,C00258,2024-04-28,7,18,252.56,2.5714285714285716
INV100486,C00267,2024-12-24,3,7,110.24000000000001,2.3333333333333335
INV100487,C00345,2024-08-31,37,993,12591.84,26.83783783783784
INV100488,C00360,2024-11-25,5,15,157.91,3.0
INV100489,C00451,2024-05-02,2,7,256.78,3.5
INV100490,C00345,2024-03-01,5,22,260.14,4.4
INV100491,C00135,2024-04-08,2,4,74.56,2.0
INV100492,C00290,2024-04-24,1,5,84.05,5.0
INV100493,C00438,2024-11-29,1,3,41.28,3.0
INV100494,C00193,2024-08-13,1,5,193.55,5.0
INV100495,C00136,2024-05-21,8,23,303.17,2.875
INV100496,C00123,2024-10-05,3,6,61.629999999999995,2.0
INV100497,C00337,2024-09-06,7,19,173.47,2.7142857142857144
INV100498,C00020,2024-12-15,7,21,315.25,3.0
INV100499,C00091,2024-09-01,7,15,155.45,2.142857142857143
INV100500,C00311,2024-05-28,1,1,10.64,1.0
INV100501,C00391,2024-09-25,2,5,65.36,2.5
INV100502,C00447,2024-11-26,2,8,234.42999999999998,4.0
INV100503,C00263,2024-07-06,1,3,35.28,3.0
INV100504,C00235,2024-05-25,2,10,268.70000000000005,5.0
INV100505,C00196,2024-08-06,2,6,36.7,3.0
INV100506,C00264,2024-06-24,2,6,69.96,3.0
INV100507,C00081,2024-04-28,2,8,130.93,4.0
INV100508,C00176,2024-10-06,5,19,267.73,3.8
INV100509,C00336,2024-04-01,4,15,171.98000000000002,3.75
INV100510,C00050,2024-06-07,3,9,135.63,3.0
INV100511,C00021,2024-07-03,4,9,84.02000000000001,2.25
INV100512,C00364,2024-04-01,1,4,52.12,4.0
INV100513,C00119,2024-07-13,9,25,381.22,2.7777777777777777
INV100514,C00045,2024-08-26,3,10,142.6,3.3333333333333335
INV100515,C00478,2024-07-25,5,10,162.43,2.0
INV100516,C00372,2024-10-31,4,4,49.34,1.0
INV100517,C00469,2024-10-16,3,7,45.34,2.3333333333333335
INV100518,C00465,2024-07-19,9,27,218.63,3.0
INV100519,C00014,2024-09-13,1,2,22.72,2.0
INV100520,C00380,2024-08-30,1,5,85.5,5.0
INV100521,C00198,2024-09-28,8,24,218.02,3.0
INV100522,C00422,2024-05-19,5,23,275.56,4.6
INV100523,C00140,2024-08-05,1,3,81.66,3.0
INV100524,C00004,2024-04-23,1,3,53.85,3.0
INV100525,C00041,2024-09-21,2,5,32.269999999999996,2.5
INV100526,C00242,2024-02-09,2,9,104.47999999999999,4.5
INV100527,C00067,2024-07-03,10,31,484.68,3.1
INV100528,C00418,2024-08-15,2,4,39.88,2.0
INV100529,C00338,2024-01-05,1,4,41.16,4.0
INV100530,C00293,2024-04-27,1,2,18.06,2.0
INV100531,C00047,2024-11-02,12,39,459.7,3.25
INV100532,C00381,2024-01-14,3,11,167.45999999999998,3.6666666666666665
INV100533,C00088,2024-01-25,3,7,117.46000000000001,2.3333333333333335
INV100534,C00467,2024-02-20,4,13,194.92,3.25
INV100535,C00213,2024-07-03,5,20,399.92,4.0
INV100536,C00220,2024-01-28,4,13,144.04,3.25
INV100537,C00381,2024-12-21,6,19,323.91,3.1666666666666665
INV100538,C00258,2024-01-12,2,6,35.599999999999994,3.0
INV100539,C00096,2024-03-17,1,1,14.63,1.0
INV100540,C00468,2024-05-23,1,5,69.05,5.0
INV100541,C00197,2024-02-22,5,21,281.63,4.2
INV100542,C00273,2024-11-09,5,15,203.22000000000003,3.0
INV100543,C00266,2024-06-07,7,19,173.26999999999998,2.7142857142857144
INV100544,C00409,2024-06-16,2,9,93.11,4.5
INV100545,C00129,2024-09-03,7,23,339.07,3.2857142857142856
INV100546,C00214,2024-05-13,7,23,338.18,3.2857142857142856
INV100547,C00038,2024-03-05,7,18,173.72,2.5714285714285716
INV100548,C00194,2024-06-25,5,11,124.34,2.2
INV100549,C00332,2024-04-22,4,15,146.82,3.75
INV100550,C00394,2024-11-22,3,10,147.52,3.3333333333333335
INV100551,C00078,2024-08-03,7,21,177.11999999999998,3.0
INV100552,C00369,2024-04-25,4,9,170.91,2.25
INV100553,C00271,2024-11-29,7,23,250.99,3.2857142857142856
INV100554,C00159,2024-03-28,6,15,210.53,2.5
INV100555,C00481,2024-10-11,5,17,153.7,3.4
INV100556,C00215,2024-11-28,2,4,66.94,2.0
INV100557,C00190,2024-11-30,7,23,428.57,3.2857142857142856
INV100558,C00480,2024-08-09,7,25,394.53999999999996,3.5714285714285716
INV100559,C00240,2024-09-05,1,5,58.8,5.0
INV100560,C00090,2024-11-11,5,22,337.07,4.4
INV100561,C00421,2024-11-22,1,4,28.8,4.0
INV100562,C00396,2024-04-12,7,25,346.78000000000003,3.5714285714285716
INV100563,C00317,2024-09-06,2,6,34.54,3.0
INV100564,C00491,2024-08-07,2,8,253.72,4.0
INV100565,C00231,2024-08-27,2,9,54.58,4.5
INV100566,C00263,2024-10-09,4,14,77.96000000000001,3.5
INV100567,C00092,2024-08-30,1,3,41.28,3.0
INV100568,C00406,2024-07-14,2,6,30.64,3.0
INV100569,C00243,2024-09-30,4,14,180.87,3.5
INV100570,C00281,2024-11-28,1,1,19.52,1.0
INV100571,C00028,2024-09-11,5,14,209.38,2.8
INV100572,C00176,2024-02-18,5,12,129.5,2.4
INV100573,C00170,2024-10-30,3,7,103.92,2.3333333333333335
INV100574,C00256,2024-05-13,5,14,150.95999999999998,2.8
INV100575,C00023,2024-02-14,9,27,221.42000000000002,3.0
INV100576,C00144,2024-08-02,4,12,140.32999999999998,3.0
INV100577,C00120,2024-10-27,19,66,832.52,3.473684210526316
INV100578,C00478,2024-03-21,22,66,726.08,3.0
INV100579,C00431,2024-05-23,4,11,81.28,2.75
INV100580,C00333,2024-07-10,10,34,443.2,3.4
INV100581,C00438,2024-09-28,6,15,238.38,2.5
INV100582,C00211,2024-02-29,2,5,90.3,2.5
INV100583,C00111,2024-04-29,2,5,50.540000000000006,2.5
INV100584,C00477,2024-10-02,9,28,238.20000000000002,3.111111111111111
INV100585,C00345,2024-03-15,6,17,198.97,2.8333333333333335
INV100586,C00081,2024-03-29,2,5,143.26,2.5
INV100587,C00176,2024-10-17,5,12,195.26,2.4
INV100588,C00369,2024-05-21,1,1,8.37,1.0
INV100589,C00354,2024-02-25,1,5,27.05,5.0
INV100590,C00445,2024-02-29,4,16,215.01,4.0
INV100591,C00294,2024-09-03,2,7,103.5,3.5
INV100592,C00031,2024-08-15,2,5,112.66999999999999,2.5
INV100593,C00315,2024-04-21,3,9,152.97,3.0
INV100594,C00411,2024-08-20,1,5,111.05,5.0
INV100595,C00447,2024-08-22,2,2,32.76,1.0
INV100596,C00123,2024-09-07,2,5,84.50999999999999,2.5
INV100597,C00220,2024-07-26,1,2,15.82,2.0
INV100598,C00416,2024-01-26,3,9,183.19,3.0
INV100599,C00176,2024-09-27,2,8,60.67,4.0
INV100600,C00350,2024-05-20,2,4,42.38,2.0
INV100601,C00202,2024-06-27,2,9,96.5,4.5
INV100602,C00217,2024-11-17,9,29,472.40000000000003,3.2222222222222223
INV100603,C00049,2024-09-30,2,9,56.480000000000004,4.5
INV100604,C00167,2024-11-06,5,16,264.76,3.2
INV100605,C00161,2024-03-16,1,2,28.26,2.0
INV100606,C00024,2024-06-26,4,12,164.52,3.0
INV100607,C00323,2024-07-16,4,9,153.13,2.25
INV100608,C00143,2024-08-03,4,12,155.09,3.0
INV100609,C00362,2024-07-22,5,14,135.91,2.8
INV100610,C00095,2024-04-24,16,43,541.99,2.6875
INV100611,C00403,2024-08-05,2,3,51.22,1.5
INV100612,C00112,2024-06-22,7,12,158.65,1.7142857142857142
INV100613,C00434,2024-10-24,2,10,82.75,5.0
INV100614,C00115,2024-10-14,2,8,100.57,4.0
INV100615,C00271,2024-09-23,9,26,324.4,2.888888888888889
INV100616,C00024,2024-02-26,2,7,84.67,3.5
INV100617,C00028,2024-12-01,5,15,267.02,3.0
INV100618,C00334,2024-07-30,5,12,309.38,2.4
INV100619,C00228,2024-06-13,4,11,227.31,2.75
INV100620,C00389,2024-01-31,2,5,49.57,2.5
INV100621,C00343,2024-06-19,4,11,118.85,2.75
INV100622,C00198,2024-11-14,7,21,218.26999999999998,3.0
INV100623,C00103,2024-01-22,2,4,41.43,2.0
INV100624,C00365,2024-11-18,7,21,400.49,3.0
INV100625,C00166,2024-11-30,5,14,223.57999999999998,2.8
INV100626,C00237,2024-11-30,4,13,216.57999999999998,3.25
INV100627,C00131,2024-10-17,1,5,32.6,5.0
INV100628,C00379,2024-12-21,8,31,419.64000000000004,3.875
INV100629,C00371,2024-07-22,2,7,150.76999999999998,3.5
INV100630,C00356,2024-01-18,3,8,120.05,2.6666666666666665
INV100631,C00206,2024-07-28,4,11,70.05,2.75
INV100632,C00294,2024-07-04,2,5,39.449999999999996,2.5
INV100633,C00112,2024-06-12,1,1,6.17,1.0
INV100634,C00170,2024-06-29,3,6,49.17,2.0
INV100635,C00367,2024-05-22,4,16,182.07,4.0
INV100636,C00345,2024-12-12,10,26,266.33,2.6
INV100637,C00294,2024-11-15,2,10,131.2,5.0
INV100638,C00271,2024-07-03,2,4,39.0,2.0
INV100639,C00183,2024-03-17,5,14,148.44,2.8
INV100640,C00353,2024-06-19,1,1,14.13,1.0
INV100641,C00319,2024-04-27,4,9,85.07,2.25
INV100642,C00019,2024-08-07,1,2,6.78,2.0
INV100643,C00136,2024-08-09,13,46,758.19,3.5384615384615383
INV100644,C00373,2024-02-02,3,10,98.29,3.3333333333333335
INV100645,C00224,2024-08-11,8,27,368.0,3.375
INV100646,C00158,2024-12-02,4,8,59.09,2.0
INV100647,C00470,2024-10-03,6,19,226.26999999999998,3.1666666666666665
INV100648,C00086,2024-07-24,2,4,31.07,2.0
INV100649,C00024,2024-09-12,1,4,47.64,4.0
INV100650,C00317,2024-12-10,4,13,482.57000000000005,3.25
INV100651,C00293,2024-11-17,4,5,74.92,1.25
INV100652,C00463,2024-04-03,2,6,83.28,3.0
INV100653,C00159,2024-11-02,3,11,185.62,3.6666666666666665
INV100654,C00493,2024-06-16,7,18,208.56,2.5714285714285716
INV100655,C00440,2024-05-21,5,16,261.21000000000004,3.2
INV100656,C00151,2024-06-29,7,19,248.61,2.7142857142857144
INV100657,C00241,2024-07-15,4,9,144.36,2.25
INV100658,C00454,2024-04-16,4,7,91.81,1.75
INV100659,C00232,2024-11-19,5,17,296.23,3.4
INV100660,C00326,2024-11-13,1,4,54.96,4.0
INV100661,C00067,2024-12-17,2,7,47.83,3.5
INV100662,C00384,2024-08-05,4,15,197.48000000000002,3.75
INV100663,C00251,2024-08-04,5,17,148.76999999999998,3.4
INV100664,C00085,2024-04-12,5,16,225.18,3.2
INV100665,C00210,2024-07-30,1,4,41.24,4.0
INV100666,C00001,2024-04-18,8,24,278.95,3.0
INV100667,C00270,2024-09-07,2,5,79.53,2.5
INV100668,C00470,2024-06-23,9,30,501.03999999999996,3.3333333333333335
INV100669,C00252,2024-10-12,26,739,9391.52,28.423076923076923
INV100670,C00270,2024-05-19,3,5,47.53,1.6666666666666667
INV100671,C00091,2024-12-13,9,16,281.18,1.7777777777777777
INV100672,C00188,2024-10-28,5,20,279.68,4.0
INV100673,C00479,2024-08-25,4,13,150.22,3.25
INV100674,C00226,2024-06-02,2,8,74.52,4.0
INV100675,C00206,2024-07-06,4,15,118.66,3.75
INV100676,C00268,2024-05-15,2,6,99.84,3.0
INV100677,C00429,2024-09-13,1,2,20.18,2.0
INV100678,C00019,2024-09-28,5,14,145.93,2.8
INV100679,C00126,2024-10-26,2,7,192.57,3.5
INV100680,C00120,2024-10-13,7,16,212.93,2.2857142857142856
INV100681,C00278,2024-11-02,1,4,51.72,4.0
INV100682,C00079,2024-03-15,2,6,54.9,3.0
INV100683,C00158,2024-04-11,4,13,156.49,3.25
INV100684,C00204,2024-03-27,4,15,134.08,3.75
INV100685,C00348,2024-05-09,8,23,445.17,2.875
INV100686,C00442,2024-05-05,7,23,173.39,3.2857142857142856
INV100687,C00077,2024-02-11,13,43,510.15,3.3076923076923075
INV100688,C00159,2024-07-18,2,2,30.73,1.0
INV100689,C00378,2024-04-28,3,11,88.9,3.6666666666666665
INV100690,C00134,2024-08-31,2,5,70.8,2.5
INV100691,C00487,2024-10-23,7,23,280.45,3.2857142857142856
INV100692,C00272,2024-09-15,4,14,179.96,3.5
INV100693,C00262,2024-04-12,2,6,33.69,3.0
INV100694,C00046,2024-08-14,1,4,92.12,4.0
INV100695,C00397,2024-12-16,4,16,196.24,4.0
INV100696,C00201,2024-04-15,5,22,396.55,4.4
INV100697,C00229,2024-07-01,2,3,43.42,1.5
INV100698,C00024,2024-11-30,2,8,257.88,4.0
INV100699,C00166,2024-11-06,4,10,126.49000000000001,2.5
INV100700,C00327,2024-11-30,12,44,804.31,3.6666666666666665
INV100701,C00077,2024-08-20,1,1,15.78,1.0
INV100702,C00133,2024-04-22,4,12,166.61,3.0
INV100703,C00365,2024-10-13,4,7,83.52,1.75
INV100704,C00446,2024-08-20,4,10,114.84,2.5
INV100705,C00153,2024-09-03,7,17,202.82,2.4285714285714284
INV100706,C00120,2024-02-29,9,31,253.04000000000002,3.4444444444444446
INV100707,C00101,2024-01-29,1,3,29.64,3.0
INV100708,C00290,2024-06-15,4,11,139.85,2.75
INV100709,C00238,2024-05-19,2,10,83.4,5.0
INV100710,C00129,2024-12-01,15,46,588.07,3.066666666666667
INV100711,C00197,2024-09-20,5,13,365.57,2.6
INV100712,C00199,2024-02-19,2,6,69.39,3.0
INV100713,C00196,2024-03-04,1,3,44.79,3.0
INV100714,C00120,2024-05-22,2,10,104.6,5.0
INV100715,C00046,2024-04-29,5,16,193.7,3.2
INV100716,C00285,2024-08-31,3,3,55.25,1.0
INV100717,C00338,2024-03-19,6,18,173.7,3.0
INV100718,C00173,2024-02-22,1,1,14.62,1.0
INV100719,C00398,2024-05-20,5,13,153.69,2.6
INV100720,C00274,2024-07-05,3,8,272.20000000000005,2.6666666666666665
INV100721,C00335,2024-07-18,1,2,21.52,2.0
INV100722,C00418,2024-07-17,1,5,40.0,5.0
INV100723,C00073,2024-05-22,8,20,284.22,2.5
INV100724,C00495,2024-03-30,2,10,80.30000000000001,5.0
INV100725,C00231,2024-02-08,2,8,95.88,4.0
INV100726,C00487,2024-03-24,1,2,18.26,2.0
INV100727,C00421,2024-05-14,4,13,176.19,3.25
INV100728,C00294,2024-02-19,3,6,53.91,2.0
INV100729,C00228,2024-10-09,1,4,20.48,4.0
INV100730,C00117,2024-06-14,5,11,96.71000000000001,2.2
INV100731,C00359,2024-10-09,4,16,309.9,4.0
INV100732,C00320,2024-06-04,5,15,238.88,3.0
INV100733,C00287,2024-02-29,1,5,27.45,5.0
INV100734,C00337,2024-03-12,4,11,231.5,2.75
INV100735,C00396,2024-04-20,2,2,16.99,1.0
INV100736,C00489,2024-10-01,1,4,103.32,4.0
INV100737,C00227,2024-04-24,7,26,372.67,3.7142857142857144
INV100738,C00381,2024-02-29,2,4,44.06,2.0
INV100739,C00083,2024-11-13,2,8,65.32,4.0
INV100740,C00260,2024-04-27,3,7,68.64,2.3333333333333335
INV100741,C00215,2024-10-26,2,2,23.700000000000003,1.0
INV100742,C00197,2024-12-23,1,1,7.91,1.0
INV100743,C00310,2024-09-06,1,2,15.96,2.0
INV100744,C00446,2024-09-24,14,32,346.89,2.2857142857142856
INV100745,C00028,2024-06-20,2,8,111.50999999999999,4.0
INV100746,C00242,2024-06-29,2,6,71.84,3.0
INV100747,C00333,2024-11-03,12,39,522.7,3.25
INV100748,C00046,2024-06-15,1,4,16.72,4.0
INV100749,C00065,2024-06-10,3,5,67.2,1.6666666666666667
INV100750,C00291,2024-03-30,1,4,36.28,4.0
INV100751,C00049,2024-02-03,4,12,143.37,3.0
INV100752,C00081,2024-08-27,2,6,87.68,3.0
INV100753,C00028,2024-11-01,4,10,86.91,2.5
INV100754,C00195,2024-11-23,6,22,146.07999999999998,3.6666666666666665
INV100755,C00337,2024-09-26,2,8,46.37,4.0
INV100756,C00320,2024-11-02,2,7,77.87,3.5
INV100757,C00147,2024-10-16,2,8,202.28,4.0
INV100758,C00400,2024-07-23,2,7,85.56,3.5
INV100759,C00047,2024-08-31,4,15,162.8,3.75
INV100760,C00047,2024-10-26,4,12,111.41,3.0
INV100761,C00280,2024-06-13,8,13,171.11,1.625
INV100762,C00082,2024-06-30,1,3,23.79,3.0
INV100763,C00052,2024-04-06,4,12,282.38,3.0
INV100764,C00396,2024-05-10,7,19,265.88,2.7142857142857144
INV100765,C00431,2024-02-22,16,49,738.34,3.0625
INV100766,C00265,2024-05-28,3,11,117.38,3.6666666666666665
INV100767,C00445,2024-08-21,4,8,104.95,2.0
INV100768,C00323,2024-08-31,2,3,32.53,1.5
INV100769,C00155,2024-08-10,1,2,44.5,2.0
INV100770,C00151,2024-02-28,8,18,349.04,2.25
INV100771,C00115,2024-10-03,7,21,324.59000000000003,3.0
INV100772,C00245,2024-07-02,14,38,472.85,2.7142857142857144
INV100773,C00174,2024-06-24,4,12,133.3,3.0
INV100774,C00354,2024-06-30,3,8,149.94,2.6666666666666665
INV100775,C00499,2024-05-04,9,33,438.33,3.6666666666666665
INV100776,C00169,2024-06-06,1,5,30.85,5.0
INV100777,C00224,2024-06-19,9,27,300.15,3.0
INV100778,C00014,2024-09-01,11,31,379.72,2.8181818181818183
INV100779,C00348,2024-07-31,16,51,780.3299999999999,3.1875
INV100780,C00421,2024-09-22,2,7,31.939999999999998,3.5
INV100781,C00474,2024-03-19,1,1,17.17,1.0
INV100782,C00074,2024-09-02,8,25,311.71,3.125
INV100783,C00004,2024-07-25,4,15,216.11,3.75
INV100784,C00044,2024-07-15,3,9,206.04000000000002,3.0
INV100785,C00111,2024-05-02,5,16,239.17000000000002,3.2
INV100786,C00143,2024-06-12,12,43,490.39,3.5833333333333335
INV100787,C00381,2024-07-15,5,22,418.70000000000005,4.4
INV100788,C00037,2024-03-30,9,33,407.75,3.6666666666666665
INV100789,C00446,2024-12-12,7,18,230.54000000000002,2.5714285714285716
INV100790,C00477,2024-07-14,9,26,288.1,2.888888888888889
INV100791,C00295,2024-10-17,4,15,121.45,3.75
INV100792,C00428,2024-02-21,10,25,305.16,2.5
INV100793,C00447,2024-07-17,2,8,212.70999999999998,4.0
INV100794,C00336,2024-10-12,4,16,226.70999999999998,4.0
INV100795,C00317,2024-03-30,8,24,277.94,3.0
INV100796,C00168,2024-03-10,2,7,49.730000000000004,3.5
INV100797,C00384,2024-07-08,4,12,176.88,3.0
INV100798,C00127,2024-04-16,4,13,269.37,3.25
INV100799,C00213,2024-02-01,4,15,190.03,3.75
INV100800,C00337,2024-10-30,7,27,310.32,3.857142857142857
INV100801,C00382,2024-08-14,7,24,335.75,3.4285714285714284
INV100802,C00071,2024-07-17,4,11,278.51,2.75
INV100803,C00405,2024-08-24,2,4,21.48,2.0
INV100804,C00342,2024-10-18,4,8,103.39,2.0
INV100805,C00200,2024-02-16,4,12,98.12,3.0
INV100806,C00390,2024-07-20,4,17,154.97,4.25
INV100807,C00032,2024-05-15,7,26,278.95,3.7142857142857144
INV100808,C00108,2024-10-27,7,17,276.83,2.4285714285714284
INV100809,C00145,2024-08-06,1,3,43.92,3.0
INV100810,C00071,2024-06-25,7,19,233.55,2.7142857142857144
INV100811,C00135,2024-04-25,5,11,86.32000000000001,2.2
INV100812,C00098,2024-12-25,14,48,954.18,3.4285714285714284
INV100813,C00366,2024-03-07,4,14,154.97,3.5
INV100814,C00071,2024-05-23,3,7,51.85,2.3333333333333335
INV100815,C00164,2024-11-01,2,3,59.85,1.5
INV100816,C00419,2024-01-19,2,9,140.89,4.5
INV100817,C00327,2024-11-02,13,41,570.57,3.1538461538461537
INV100818,C00306,2024-08-29,2,8,81.19,4.0
INV100819,C00112,2024-02-21,4,11,271.62,2.75
INV100820,C00383,2024-11-02,15,46,640.12,3.066666666666667
INV100821,C00135,2024-09-13,2,6,43.38,3.0
INV100822,C00280,2024-02-22,10,30,475.54,3.0
INV100823,C00292,2024-05-06,1,1,20.7,1.0
INV100824,C00227,2024-08-11,1,3,47.61,3.0
INV100825,C00190,2024-06-11,1,1,15.65,1.0
INV100826,C00213,2024-08-30,5,12,136.5,2.4
INV100827,C00104,2024-02-26,9,24,479.31,2.6666666666666665
INV100828,C00279,2024-03-29,4,6,81.39,1.5
INV100829,C00398,2024-06-22,3,8,55.22,2.6666666666666665
INV100830,C00052,2024-08-17,2,8,104.56,4.0
INV100831,C00048,2024-05-12,2,8,218.0,4.0
INV100832,C00123,2024-11-25,2,7,73.94,3.5
INV100833,C00229,2024-11-24,2,6,53.260000000000005,3.0
INV100834,C00397,2024-06-23,4,12,90.44,3.0
INV100835,C00158,2024-09-28,36,997,11139.3,27.694444444444443
INV100836,C00018,2024-09-03,4,17,156.75,4.25
INV100837,C00004,2024-02-18,2,4,62.26,2.0
INV100838,C00045,2024-03-09,8,27,623.94,3.375
INV100839,C00448,2024-04-06,4,12,199.98000000000002,3.0
INV100840,C00071,2024-06-28,12,50,594.27,4.166666666666667
INV100841,C00019,2024-09-18,4,15,280.1,3.75
INV100842,C00211,2024-05-01,2,5,34.34,2.5
INV100843,C00206,2024-07-25,1,5,97.6,5.0
INV100844,C00478,2024-04-09,9,19,291.18,2.111111111111111
INV100845,C00199,2024-11-17,4,18,176.16,4.5
INV100846,C00487,2024-12-23,2,6,88.64,3.0
INV100847,C00148,2024-07-01,1,2,7.24,2.0
INV100848,C00321,2024-06-03,4,13,122.35,3.25
INV100849,C00000,2024-04-22,3,9,110.5,3.0
INV100850,C00447,2024-10-16,12,26,315.98,2.1666666666666665
INV100851,C00083,2024-01-20,1,2,24.12,2.0
INV100852,C00052,2024-11-26,2,7,52.2,3.5
INV100853,C00405,2024-05-03,1,3,108.93,3.0
INV100854,C00075,2024-10-27,5,18,234.47,3.6
INV100855,C00111,2024-07-28,6,18,260.32,3.0
INV100856,C00162,2024-09-14,2,7,55.59,3.5
INV100857,C00285,2024-01-21,5,12,180.34,2.4
INV100858,C00293,2024-06-10,1,3,38.85,3.0
INV100859,C00343,2024-02-23,8,24,281.65,3.0
INV100860,C00134,2024-12-15,2,5,67.31,2.5
INV100861,C00125,2024-06-19,5,18,312.82,3.6
INV100862,C00178,2024-10-04,2,9,210.74,4.5
INV100863,C00164,2024-05-05,1,3,45.18,3.0
INV100864,C00198,2024-07-25,12,31,501.1,2.5833333333333335
INV100865,C00473,2024-12-05,3,10,128.64000000000001,3.3333333333333335
INV100866,C00060,2024-04-07,5,11,136.81,2.2
INV100867,C00055,2024-04-22,3,10,119.64,3.3333333333333335
INV100868,C00209,2024-03-12,2,8,89.96,4.0
INV100869,C00499,2024-11-25,2,4,59.61,2.0
INV100870,C00327,2024-06-02,7,19,217.34,2.7142857142857144
INV100871,C00408,2024-01-19,12,40,458.53999999999996,3.3333333333333335
INV100872,C00134,2024-07-21,1,3,48.96,3.0
INV100873,C00230,2024-10-14,4,10,183.23,2.5
INV100874,C00331,2024-03-09,2,6,50.31,3.0
INV100875,C00280,2024-07-29,2,6,17.06,3.0
INV100876,C00384,2024-02-28,9,23,257.71,2.5555555555555554
INV100877,C00020,2024-07-10,8,26,342.9,3.25
INV100878,C00479,2024-08-10,10,24,273.09,2.4
INV100879,C00472,2024-06-11,4,8,63.7,2.0
INV100880,C00459,2024-06-02,4,16,165.78,4.0
INV100881,C00047,2024-11-11,1,1,12.93,1.0
INV100882,C00384,2024-09-22,9,33,706.58,3.6666666666666665
INV100883,C00270,2024-08-27,3,10,73.04,3.3333333333333335
INV100884,C00147,2024-10-27,2,8,187.62,4.0
INV100885,C00372,2024-08-27,2,4,54.33,2.0
INV100886,C00012,2024-03-25,1,2,19.34,2.0
INV100887,C00164,2024-11-23,4,15,181.31,3.75
INV100888,C00285,2024-02-21,1,1,3.6,1.0
INV100889,C00098,2024-10-26,6,21,285.09,3.5
INV100890,C00371,2024-02-16,1,5,51.05,5.0
INV100891,C00062,2024-04-20,4,8,80.39,2.0
INV100892,C00471,2024-10-07,5,16,443.93,3.2
INV100893,C00241,2024-07-20,5,16,171.69,3.2
INV100894,C00418,2024-08-29,2,6,52.52,3.0
INV100895,C00396,2024-06-23,4,12,73.06,3.0
INV100896,C00081,2024-04-12,4,11,280.9,2.75
INV100897,C00040,2024-12-11,2,6,72.15,3.0
INV100898,C00037,2024-04-07,7,18,314.9,2.5714285714285716
INV100899,C00088,2024-03-22,3,13,95.58,4.333333333333333
INV100900,C00172,2024-06-04,5,14,103.84,2.8
INV100901,C00103,2024-09-05,2,6,59.959999999999994,3.0
INV100902,C00050,2024-01-19,4,19,193.41,4.75
INV100903,C00120,2024-12-13,7,28,343.83,4.0
INV100904,C00408,2024-12-08,2,9,162.85000000000002,4.5
INV100905,C00149,2024-08-23,2,8,51.75,4.0
INV100906,C00164,2024-06-06,13,33,473.85,2.5384615384615383
INV100907,C00103,2024-04-05,2,6,231.56,3.0
INV100908,C00485,2024-07-24,1,3,14.1,3.0
INV100909,C00481,2024-01-20,2,8,93.28999999999999,4.0
INV100910,C00456,2024-09-05,1,3,40.68,3.0
INV100911,C00100,2024-05-18,39,1077,12899.47,27.615384615384617
INV100912,C00087,2024-10-26,3,8,119.15,2.6666666666666665
INV100913,C00151,2024-11-20,2,8,65.82,4.0
INV100914,C00103,2024-06-17,4,12,198.68,3.0
INV100915,C00451,2024-10-29,4,14,221.66,3.5
INV100916,C00446,2024-04-24,2,10,63.55,5.0
INV100917,C00361,2024-07-13,1,2,14.64,2.0
INV100918,C00037,2024-10-15,4,9,92.23,2.25
INV100919,C00134,2024-11-20,2,7,67.56,3.5
INV100920,C00376,2024-02-23,1,4,67.24,4.0
INV100921,C00333,2024-07-11,31,795,11192.48,25.64516129032258
INV100922,C00185,2024-08-21,4,15,234.6,3.75
INV100923,C00020,2024-07-10,14,41,837.32,2.9285714285714284
INV100924,C00295,2024-08-08,9,28,349.34999999999997,3.111111111111111
INV100925,C00491,2024-10-02,1,1,7.79,1.0
INV100926,C00059,2024-09-28,4,12,114.7,3.0
INV100927,C00420,2024-01-23,30,850,10826.130000000001,28.333333333333332
INV100928,C00125,2024-11-23,2,6,29.220000000000002,3.0
INV100929,C00405,2024-06-17,1,2,37.92,2.0
INV100930,C00390,2024-01-26,4,14,219.17000000000002,3.5
INV100931,C00035,2024-03-24,2,9,79.32,4.5
INV100932,C00199,2024-11-12,4,13,281.91999999999996,3.25
INV100933,C00270,2024-07-05,1,3,63.63,3.0
INV100934,C00077,2024-06-02,5,15,133.9,3.0
INV100935,C00410,2024-03-29,4,13,141.43,3.25
INV100936,C00363,2024-03-27,3,5,35.9,1.6666666666666667
