item_id,timestamp,demand
item_5,2024-02-01,80.7
item_5,2024-02-02,70.6
item_5,2024-02-03,67.1
item_5,2024-02-04,42.9
item_5,2024-02-05,40.2
item_5,2024-02-06,54.8
item_5,2024-02-07,65.5
item_5,2024-02-08,72.1
item_5,2024-02-09,73.0
item_5,2024-02-10,58.9
item_5,2024-02-11,38.4
item_5,2024-02-12,38.4
item_5,2024-02-13,46.2
item_5,2024-02-14,69.6
item_5,2024-02-15,77.2
item_5,2024-02-16,73.2
item_5,2024-02-17,59.5
item_5,2024-02-18,45.6
item_5,2024-02-19,42.8
item_5,2024-02-20,46.1
item_5,2024-02-21,62.6
item_5,2024-02-22,82.3
item_5,2024-02-23,73.6
item_5,2024-02-24,55.1
item_5,2024-02-25,47.4
item_5,2024-02-26,43.1
item_5,2024-02-27,44.9
item_5,2024-02-28,68.6
item_5,2024-02-29,81.7
item_5,2024-03-01,77.6
item_5,2024-03-02,64.2
item_5,2024-03-03,40.9
item_5,2024-03-04,43.4
item_5,2024-03-05,50.7
item_5,2024-03-06,66.6
item_5,2024-03-07,83.2
item_5,2024-03-08,82.9
item_5,2024-03-09,69.8
item_5,2024-03-10,52.7
item_5,2024-03-11,42.6
item_5,2024-03-12,54.2
item_5,2024-03-13,72.5
item_5,2024-03-14,81.1
item_5,2024-03-15,78.4
item_5,2024-03-16,66.8
item_5,2024-03-17,48.1
item_5,2024-03-18,41.0
item_5,2024-03-19,52.0
item_5,2024-03-20,72.9
item_5,2024-03-21,81.5
item_5,2024-03-22,80.1
item_5,2024-03-23,67.0
item_5,2024-03-24,47.7
item_5,2024-03-25,47.8
item_5,2024-03-26,56.1
item_5,2024-03-27,66.3
item_5,2024-03-28,88.1
item_5,2024-03-29,77.7
item_5,2024-03-30,58.6
item_5,2024-03-31,45.9
item_5,2024-04-01,41.6
item_5,2024-04-02,55.7
item_5,2024-04-03,71.0
item_5,2024-04-04,81.9
item_5,2024-04-05,83.0
item_5,2024-04-06,67.5
item_5,2024-04-07,52.3
item_5,2024-04-08,48.2
item_5,2024-04-09,58.8
item_5,2024-04-10,64.6
item_5,2024-04-11,82.7
item_5,2024-04-12,72.7
item_5,2024-04-13,67.2
item_5,2024-04-14,51.9
item_5,2024-04-15,51.7
item_5,2024-04-16,62.0
item_5,2024-04-17,74.7
item_5,2024-04-18,83.1
item_5,2024-04-19,84.3
item_5,2024-04-20,65.8
item_5,2024-04-21,52.8
item_5,2024-04-22,52.3
item_5,2024-04-23,55.9
item_5,2024-04-24,78.0
item_5,2024-04-25,88.7
item_5,2024-04-26,79.4
item_5,2024-04-27,72.7
item_5,2024-04-28,56.5
item_5,2024-04-29,49.7
item_5,2024-04-30,56.0
item_5,2024-05-01,72.3
item_5,2024-05-02,84.7
item_5,2024-05-03,86.3
item_5,2024-05-04,65.9
item_5,2024-05-05,56.3
item_5,2024-05-06,45.2
item_5,2024-05-07,59.1
item_5,2024-05-08,77.0
item_5,2024-05-09,97.5
item_5,2024-05-10,79.5
item_5,2024-05-11,76.5
item_5,2024-05-12,56.1
item_5,2024-05-13,52.7
item_5,2024-05-14,61.3
item_5,2024-05-15,79.3
item_5,2024-05-16,88.0
item_5,2024-05-17,91.7
item_5,2024-05-18,69.7
item_5,2024-05-19,60.9
item_5,2024-05-20,49.4
item_5,2024-05-21,61.5
item_5,2024-05-22,74.1
item_5,2024-05-23,91.3
item_5,2024-05-24,92.6
item_5,2024-05-25,72.1
item_5,2024-05-26,56.5
item_5,2024-05-27,48.4
item_5,2024-05-28,61.7
item_5,2024-05-29,72.9
item_5,2024-05-30,86.8
item_5,2024-05-31,88.6
item_5,2024-06-01,78.6
item_5,2024-06-02,69.4
item_5,2024-06-03,51.4
item_5,2024-06-04,69.2
item_5,2024-06-05,81.2
item_5,2024-06-06,90.7
item_5,2024-06-07,90.3
item_5,2024-06-08,74.4
item_5,2024-06-09,59.5
item_5,2024-06-10,53.0
item_5,2024-06-11,58.8
item_5,2024-06-12,74.9
item_5,2024-06-13,94.8
item_5,2024-06-14,88.4
item_5,2024-06-15,72.7
item_5,2024-06-16,60.0
item_5,2024-06-17,58.7
item_5,2024-06-18,66.0
item_5,2024-06-19,79.3
item_5,2024-06-20,98.0
item_5,2024-06-21,96.7
item_5,2024-06-22,78.0
item_5,2024-06-23,64.7
item_5,2024-06-24,61.4
item_5,2024-06-25,70.7
item_5,2024-06-26,85.3
item_5,2024-06-27,96.4
item_5,2024-06-28,93.4
