eval,restart,step,move,accepted,label,feature_set,scaler,detector,param_n_estimators,param_max_samples,param_max_features,average_precision,roc_auc,precision_at_budget,recall_at_budget,seconds,running_best_ap,param_support_fraction,param_n_components,param_nu,param_gamma,param_n_neighbors,param_metric
0,0,0,start,True,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount | standard",components_amount,standard,iforest,300.0,1024.0,0.8,0.11688457290761763,0.9726605248464546,0.06666666666666667,0.06666666666666667,0.3734437089988205,0.11688457290761763,,,,,,
116,2,2,accepted,True,elliptic[support_fraction=0.85] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,3.000786042000982,0.28190434246571594,0.85,,,,,
117,2,3,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.5025032499997906,0.28190434246571594,1.0,,,,,
118,2,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount | robust,components_amount,robust,elliptic,,,,0.27191306854418484,0.9781476828587381,0.2,0.2,2.6386320419987896,0.28190434246571594,0.85,,,,,
119,2,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.759118624999246,0.28190434246571594,0.85,,,,,
120,2,3,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components_amount_time | robust",components_amount_time,robust,lof,,,,0.1670923577434708,0.9806169737576773,0.13333333333333333,0.13333333333333333,4.42065512499903,0.28190434246571594,,,,,35.0,manhattan
121,2,3,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount_time | robust",components_amount_time,robust,iforest,300.0,1024.0,0.8,0.12898733945431426,0.9754815745393635,0.03333333333333333,0.03333333333333333,0.5039519170004496,0.28190434246571594,,,,,,
122,2,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | quantile,components_amount_time,quantile,elliptic,,,,0.1332354923254753,0.9786222780569515,0.05,0.05,3.0916140419994917,0.28190434246571594,0.85,,,,,
123,2,3,neighbour,False,elliptic[support_fraction=0.7] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.2818727306258972,0.9824846454494696,0.2,0.2,3.3660520419998647,0.28190434246571594,0.7,,,,,
124,2,3,neighbour,False,elliptic[support_fraction=0.85] | components | robust,components,robust,elliptic,,,,0.2667086055665258,0.9773199329983249,0.18333333333333332,0.18333333333333332,2.487855124998532,0.28190434246571594,0.85,,,,,
125,2,3,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components_amount_time | robust",components_amount_time,robust,ocsvm,,,,0.2719048676900725,0.979748743718593,0.2,0.2,0.1973269589998381,0.28190434246571594,,,0.05,0.01,,
126,2,3,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,2.9049583329997404,0.28190434246571594,0.85,,,,,
127,2,3,neighbour,False,pca_recon[n_components=10] | components_amount_time | robust,components_amount_time,robust,pca_recon,,,,0.05009739710370038,0.8801800670016752,0.03333333333333333,0.03333333333333333,0.03810820800026704,0.28190434246571594,,10.0,,,,
128,2,3,accepted,True,elliptic[support_fraction=1.0] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.5025032499997906,0.28190434246571594,1.0,,,,,
129,2,4,neighbour,False,elliptic[support_fraction=1.0] | components | robust,components,robust,elliptic,,,,0.2666774156008152,0.9772948073701843,0.18333333333333332,0.18333333333333332,3.2201239580008405,0.28190434246571594,1.0,,,,,
130,2,4,neighbour,False,"iforest[max_features=0.8, max_samples=1024, n_estimators=300] | components_amount_time | robust",components_amount_time,robust,iforest,300.0,1024.0,0.8,0.12898733945431426,0.9754815745393635,0.03333333333333333,0.03333333333333333,0.5039519170004496,0.28190434246571594,,,,,,
131,2,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | standard,components_amount_time,standard,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.920116749999579,0.28190434246571594,1.0,,,,,
132,2,4,neighbour,False,"lof[metric=manhattan, n_neighbors=35] | components_amount_time | robust",components_amount_time,robust,lof,,,,0.1670923577434708,0.9806169737576773,0.13333333333333333,0.13333333333333333,4.42065512499903,0.28190434246571594,,,,,35.0,manhattan
133,2,4,neighbour,False,"ocsvm[gamma=0.01, nu=0.05] | components_amount_time | robust",components_amount_time,robust,ocsvm,,,,0.2719048676900725,0.979748743718593,0.2,0.2,0.1973269589998381,0.28190434246571594,,,0.05,0.01,,
134,2,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | quantile,components_amount_time,quantile,elliptic,,,,0.13270773356243212,0.9786460078168622,0.05,0.05,3.704404665999391,0.28190434246571594,1.0,,,,,
135,2,4,neighbour,False,elliptic[support_fraction=0.85] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.28182281310067314,0.9824706867671691,0.2,0.2,3.000786042000982,0.28190434246571594,0.85,,,,,
136,2,4,neighbour,False,elliptic[support_fraction=0.7] | components_amount_time | robust,components_amount_time,robust,elliptic,,,,0.2818727306258972,0.9824846454494696,0.2,0.2,3.3660520419998647,0.28190434246571594,0.7,,,,,
137,2,4,neighbour,False,pca_recon[n_components=10] | components_amount_time | robust,components_amount_time,robust,pca_recon,,,,0.05009739710370038,0.8801800670016752,0.03333333333333333,0.03333333333333333,0.03810820800026704,0.28190434246571594,,10.0,,,,
138,2,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount_time | minmax,components_amount_time,minmax,elliptic,,,,0.28190434246571594,0.9825111669458403,0.2,0.2,3.41789854200033,0.28190434246571594,1.0,,,,,
139,2,4,neighbour,False,elliptic[support_fraction=1.0] | components_amount | robust,components_amount,robust,elliptic,,,,0.2718641308643644,0.9781476828587381,0.2,0.2,3.249789999999848,0.28190434246571594,1.0,,,,,
